Ddate,Market,Product,Sales,Profit,Expenses
6/1/15,Central,Chamomile,71,39,30
12/1/15,East,Chamomile,325,158,65
5/1/15,Central,Colombian,579,285,101
7/1/14,West,Decaf Espresso,642,181,142
2/1/15,Central,Decaf Irish Cream,314,113,101
5/1/15,West,Decaf Irish Cream,78,39,25
8/1/14,East,Lemon,110,8,58
4/1/14,Central,Darjeeling,133,92,44
4/1/14,Central,Lemon,70,-1,33
2/1/14,West,Decaf Irish Cream,111,25,38
8/1/15,Central,Decaf Irish Cream,258,69,47
3/1/15,East,Earl Grey,233,93,52
2/1/14,West,Decaf Espresso,50,26,21
10/1/15,East,Colombian,324,173,115
7/1/14,East,Decaf Irish Cream,292,399,166
2/1/14,West,Chamomile,290,69,45
9/1/15,Central,Decaf Irish Cream,158,92,39
8/1/14,Central,Decaf Irish Cream,236,126,65
11/1/15,South,Caffe Mocha,129,52,24
9/1/15,Central,Caffe Mocha,163,45,36
8/1/14,West,Caffe Mocha,280,111,65
8/1/14,West,Chamomile,89,23,39
2/1/15,West,Decaf Irish Cream,151,-13,89
12/1/14,Central,Decaf Espresso,92,-4,44
1/1/15,Central,Decaf Irish Cream,234,98,40
6/1/15,East,Darjeeling,82,34,16
5/1/14,Central,Decaf Irish Cream,172,57,58
3/1/14,West,Decaf Irish Cream,202,22,53
10/1/14,Central,Decaf Irish Cream,273,88,42
2/1/14,South,Decaf Irish Cream,44,24,22
1/1/14,East,Darjeeling,89,30,26
10/1/14,East,Decaf Irish Cream,190,53,62
5/1/14,West,Darjeeling,262,134,60
11/1/14,South,Caffe Mocha,37,10,31
9/1/15,West,Mint,214,100,44
12/1/14,Central,Decaf Irish Cream,99,21,38
10/1/14,Central,Decaf Irish Cream,281,124,42
2/1/14,Central,Amaretto,197,71,50
9/1/15,West,Earl Grey,521,178,116
10/1/14,West,Decaf Espresso,85,22,37
2/1/15,East,Lemon,355,160,61
2/1/15,Central,Decaf Irish Cream,207,95,31
6/1/15,Central,Amaretto,590,209,43
5/1/15,East,Decaf Irish Cream,494,260,88
2/1/14,West,Decaf Espresso,187,39,58
8/1/14,South,Caffe Mocha,204,13,65
3/1/14,Central,Decaf Irish Cream,195,71,36
3/1/15,West,Darjeeling,154,3,40
1/1/14,Central,Darjeeling,119,23,25
10/1/14,East,Darjeeling,173,71,56
3/1/14,South,Lemon,277,124,67
9/1/15,South,Chamomile,109,22,48
2/1/14,West,Earl Grey,191,60,73
8/1/14,West,Amaretto,516,111,162
5/1/15,South,Decaf Irish Cream,139,44,36
8/1/15,South,Decaf Irish Cream,81,28,17
10/1/14,West,Decaf Irish Cream,289,84,63
7/1/15,East,Colombian,716,355,131
5/1/14,Central,Decaf Irish Cream,147,44,45
7/1/14,West,Earl Grey,276,86,53
12/1/14,West,Decaf Espresso,509,186,96
10/1/14,East,Darjeeling,53,-8,18
7/1/14,West,Darjeeling,136,68,46
5/1/14,Central,Decaf Irish Cream,77,7,31
2/1/15,East,Decaf Irish Cream,482,393,95
8/1/14,West,Chamomile,334,139,71
11/1/14,East,Decaf Espresso,72,50,31
5/1/15,West,Colombian,554,220,106
11/1/14,East,Darjeeling,63,18,22
5/1/14,South,Caffe Mocha,216,54,51
5/1/15,Central,Decaf Irish Cream,165,59,50
4/1/14,East,Lemon,128,-2,54
10/1/14,South,Decaf Irish Cream,102,22,24
2/1/14,East,Darjeeling,51,16,21
3/1/15,East,Decaf Irish Cream,578,228,93
9/1/15,South,Caffe Mocha,77,55,27
2/1/14,South,Decaf Espresso,294,127,117
12/1/14,Central,Decaf Irish Cream,273,101,44
10/1/14,West,Darjeeling,125,10,57
10/1/15,East,Lemon,356,108,114
4/1/14,South,Caffe Latte,149,1,38
1/1/15,West,Chamomile,142,58,31
8/1/14,Central,Chamomile,695,211,131
8/1/15,West,Darjeeling,494,220,115
10/1/14,South,Decaf Espresso,247,87,59
6/1/15,East,Darjeeling,76,20,35
8/1/14,Central,Mint,224,102,49
2/1/14,South,Decaf Espresso,306,109,53
7/1/14,South,Decaf Espresso,229,105,66
10/1/14,South,Caffe Latte,302,124,91
3/1/14,West,Chamomile,271,67,45
4/1/14,West,Darjeeling,186,-3,69
8/1/14,West,Decaf Irish Cream,120,44,53
8/1/14,West,Decaf Irish Cream,166,41,48
7/1/14,East,Amaretto,309,92,65
10/1/14,West,Darjeeling,180,61,55
2/1/15,East,Darjeeling,95,50,24
4/1/14,West,Decaf Espresso,100,28,33
10/1/14,Central,Darjeeling,293,122,39
3/1/15,Central,Lemon,326,94,41
4/1/15,West,Chamomile,86,38,25
8/1/14,West,Decaf Irish Cream,113,21,40
3/1/14,West,Chamomile,85,21,33
11/1/15,Central,Darjeeling,138,-13,47
6/1/15,Central,Darjeeling,512,152,113
7/1/15,East,Decaf Irish Cream,339,523,65
8/1/15,Central,Darjeeling,60,14,19
5/1/14,Central,Darjeeling,272,128,45
7/1/14,South,Decaf Irish Cream,73,14,22
7/1/14,East,Decaf Irish Cream,143,32,64
11/1/14,East,Darjeeling,82,21,22
2/1/14,East,Caffe Mocha,145,-19,58
5/1/14,West,Amaretto,158,34,55
7/1/15,West,Decaf Irish Cream,73,14,27
8/1/14,East,Decaf Irish Cream,333,385,62
10/1/14,East,Darjeeling,207,2,89
12/1/14,Central,Decaf Irish Cream,117,27,42
1/1/14,East,Lemon,146,30,56
9/1/15,South,Decaf Espresso,148,49,43
9/1/14,East,Lemon,146,-12,81
9/1/14,South,Lemon,83,14,29
1/1/15,Central,Caffe Mocha,232,97,57
5/1/14,East,Decaf Espresso,186,43,52
12/1/14,West,Decaf Irish Cream,123,5,45
2/1/15,South,Caffe Latte,105,54,52
8/1/14,Central,Decaf Irish Cream,305,103,46
8/1/14,West,Lemon,698,218,157
10/1/14,West,Decaf Espresso,300,117,104
10/1/14,Central,Darjeeling,293,104,43
3/1/14,West,Darjeeling,107,7,46
6/1/15,West,Chamomile,521,183,89
7/1/15,West,Decaf Espresso,41,20,17
2/1/15,South,Decaf Irish Cream,492,127,109
3/1/15,West,Colombian,586,173,135
2/1/14,South,Decaf Irish Cream,112,32,25
1/1/15,East,Decaf Irish Cream,308,212,137
8/1/15,South,Decaf Irish Cream,71,22,19
5/1/14,West,Darjeeling,148,37,60
8/1/15,Central,Decaf Espresso,63,-6,11
12/1/14,East,Caffe Mocha,128,24,24
2/1/14,West,Chamomile,473,145,82
8/1/14,Central,Chamomile,328,147,75
1/1/15,Central,Decaf Irish Cream,212,53,51
7/1/15,Central,Caffe Mocha,43,12,11
4/1/14,West,Darjeeling,227,58,66
2/1/14,Central,Mint,195,88,35
5/1/15,West,Caffe Latte,462,232,88
1/1/14,West,Darjeeling,136,32,27
8/1/14,West,Caffe Mocha,78,18,15
3/1/15,East,Decaf Irish Cream,532,455,99
8/1/15,Central,Lemon,79,46,22
2/1/14,Central,Darjeeling,140,40,32
7/1/15,West,Decaf Irish Cream,66,0,27
2/1/14,West,Chamomile,327,177,41
8/1/14,Central,Lemon,329,141,75
5/1/14,West,Decaf Espresso,193,61,60
5/1/15,Central,Decaf Espresso,540,292,96
7/1/14,Central,Decaf Espresso,136,23,50
1/1/15,Central,Decaf Espresso,368,196,89
9/1/14,South,Decaf Irish Cream,154,3,53
4/1/14,Central,Chamomile,193,93,48
2/1/14,West,Mint,132,-25,77
9/1/15,East,Decaf Espresso,156,18,52
8/1/15,Central,Lemon,66,17,17
7/1/15,West,Decaf Irish Cream,58,24,24
7/1/14,West,Decaf Irish Cream,141,11,66
12/1/14,West,Decaf Irish Cream,140,35,46
7/1/14,Central,Decaf Irish Cream,211,65,44
11/1/14,East,Chamomile,71,19,20
1/1/14,East,Decaf Irish Cream,537,266,92
7/1/15,West,Chamomile,65,31,18
11/1/14,West,Decaf Irish Cream,128,38,44
3/1/14,West,Decaf Irish Cream,111,3,55
10/1/14,West,Darjeeling,251,72,51
8/1/14,West,Caffe Latte,75,16,18
9/1/14,West,Decaf Irish Cream,137,-19,90
1/1/14,East,Darjeeling,89,45,20
5/1/14,Central,Decaf Espresso,94,13,19
2/1/14,East,Decaf Irish Cream,228,70,51
7/1/15,East,Caffe Mocha,78,3,50
3/1/14,South,Decaf Irish Cream,192,92,66
5/1/14,Central,Decaf Irish Cream,124,31,30
9/1/14,West,Decaf Irish Cream,250,38,59
4/1/14,West,Darjeeling,134,0,41
3/1/15,Central,Decaf Irish Cream,295,367,116
3/1/15,East,Decaf Irish Cream,344,349,105
1/1/14,Central,Decaf Irish Cream,270,116,97
8/1/14,Central,Chamomile,363,154,75
10/1/14,East,Decaf Irish Cream,206,105,46
12/1/14,East,Darjeeling,73,20,22
8/1/14,West,Lemon,77,19,18
2/1/14,East,Lemon,133,7,53
5/1/15,South,Caffe Mocha,68,25,13
7/1/14,West,Decaf Irish Cream,93,10,53
4/1/14,Central,Chamomile,125,39,34
9/1/15,South,Decaf Irish Cream,97,34,36
7/1/14,South,Caffe Mocha,65,46,38
3/1/14,South,Decaf Espresso,182,99,52
8/1/14,East,Decaf Irish Cream,341,397,171
11/1/15,Central,Caffe Mocha,614,308,105
5/1/14,East,Darjeeling,59,17,19
8/1/15,East,Chamomile,52,-1,26
12/1/14,Central,Caffe Mocha,118,14,46
2/1/14,East,Chamomile,141,3,49
5/1/15,South,Decaf Irish Cream,69,44,32
2/1/14,South,Decaf Irish Cream,65,28,21
4/1/14,East,Decaf Espresso,115,-12,51
8/1/14,West,Decaf Irish Cream,216,36,64
5/1/15,West,Decaf Irish Cream,32,21,22
2/1/14,Central,Amaretto,107,49,34
8/1/15,Central,Decaf Irish Cream,61,24,18
12/1/14,Central,Lemon,168,74,39
2/1/14,Central,Darjeeling,224,106,39
9/1/15,Central,Mint,251,129,37
11/1/15,Central,Decaf Irish Cream,328,294,103
8/1/14,West,Lemon,645,207,167
10/1/14,Central,Lemon,69,-2,19
11/1/14,East,Decaf Espresso,70,20,24
3/1/14,East,Darjeeling,117,25,35
5/1/15,East,Colombian,532,267,102
10/1/15,South,Decaf Irish Cream,563,234,137
10/1/15,West,Chamomile,342,116,52
2/1/14,West,Darjeeling,141,61,52
1/1/15,West,Caffe Latte,446,168,83
8/1/15,East,Caffe Mocha,655,143,111
5/1/15,Central,Decaf Irish Cream,282,80,60
3/1/15,South,Caffe Mocha,210,55,56
3/1/15,East,Decaf Irish Cream,327,376,101
8/1/14,West,Lemon,90,26,42
10/1/14,South,Decaf Irish Cream,50,13,16
3/1/15,West,Earl Grey,240,141,38
1/1/15,Central,Caffe Mocha,286,158,117
5/1/14,East,Decaf Espresso,130,50,46
12/1/14,Central,Chamomile,134,36,50
8/1/15,South,Lemon,52,20,22
5/1/15,West,Chamomile,98,38,32
2/1/14,Central,Chamomile,211,130,35
1/1/15,West,Darjeeling,222,141,51
7/1/14,West,Decaf Espresso,242,113,41
3/1/14,Central,Darjeeling,98,29,32
10/1/14,South,Caffe Mocha,211,23,70
10/1/14,West,Darjeeling,283,94,42
9/1/15,East,Lemon,254,131,58
9/1/15,West,Decaf Irish Cream,149,29,33
7/1/14,East,Amaretto,206,17,135
12/1/14,West,Decaf Irish Cream,135,27,44
1/1/15,West,Chamomile,318,39,48
2/1/14,East,Amaretto,209,71,52
3/1/14,West,Darjeeling,60,7,28
2/1/15,Central,Decaf Espresso,157,88,29
2/1/14,West,Lemon,172,54,50
10/1/14,Central,Decaf Irish Cream,59,-7,17
2/1/14,West,Darjeeling,147,-16,75
10/1/15,East,Decaf Espresso,312,198,110
4/1/15,West,Chamomile,114,59,36
7/1/14,West,Colombian,415,144,132
4/1/14,Central,Lemon,116,35,28
5/1/14,Central,Decaf Irish Cream,135,36,35
2/1/15,West,Caffe Mocha,102,46,50
1/1/14,Central,Lemon,263,87,32
5/1/15,West,Decaf Irish Cream,56,36,33
1/1/14,East,Darjeeling,62,34,23
5/1/15,Central,Decaf Irish Cream,123,30,42
1/1/14,South,Decaf Irish Cream,235,88,58
8/1/14,West,Chamomile,507,283,100
8/1/14,West,Lemon,465,148,103
12/1/14,East,Lemon,141,36,42
4/1/15,Central,Decaf Irish Cream,125,56,41
11/1/15,East,Darjeeling,117,6,46
6/1/15,East,Darjeeling,101,43,38
3/1/14,East,Mint,95,8,44
4/1/14,Central,Lemon,63,-22,40
3/1/15,East,Lemon,317,298,126
1/1/15,Central,Decaf Espresso,465,148,89
5/1/14,East,Darjeeling,182,47,48
2/1/15,West,Decaf Irish Cream,108,-5,58
10/1/14,South,Decaf Irish Cream,188,36,55
8/1/14,East,Darjeeling,71,9,18
9/1/14,West,Decaf Irish Cream,131,1,137
11/1/14,East,Darjeeling,100,28,27
8/1/14,West,Mint,320,131,51
12/1/14,East,Decaf Irish Cream,264,114,67
8/1/15,West,Darjeeling,319,112,43
3/1/15,East,Decaf Irish Cream,247,402,55
5/1/14,Central,Decaf Irish Cream,127,21,34
6/1/15,West,Chamomile,134,47,37
5/1/15,Central,Mint,164,107,34
1/1/14,Central,Decaf Irish Cream,187,64,78
9/1/15,Central,Decaf Irish Cream,145,52,38
12/1/14,East,Regular Espresso,534,219,91
8/1/15,West,Chamomile,114,20,23
5/1/14,East,Darjeeling,94,19,26
8/1/14,South,Caffe Latte,67,3,41
5/1/15,West,Chamomile,515,236,101
10/1/15,South,Lemon,110,35,23
9/1/15,Central,Lemon,107,28,37
11/1/14,West,Decaf Espresso,66,27,17
11/1/14,West,Lemon,389,61,61
10/1/14,East,Darjeeling,106,3,42
1/1/15,West,Earl Grey,202,57,66
6/1/15,Central,Decaf Espresso,550,130,113
10/1/14,South,Caffe Mocha,98,14,19
10/1/14,East,Darjeeling,100,1,42
10/1/14,Central,Decaf Irish Cream,187,43,62
4/1/14,South,Lemon,152,36,47
4/1/14,West,Chamomile,187,42,37
8/1/15,East,Lemon,173,25,80
11/1/15,West,Darjeeling,450,230,82
8/1/14,West,Caffe Mocha,64,13,19
2/1/14,East,Caffe Mocha,278,122,114
5/1/15,Central,Decaf Irish Cream,187,52,59
5/1/15,East,Lemon,539,256,109
4/1/14,South,Decaf Irish Cream,164,42,35
2/1/15,Central,Decaf Irish Cream,216,57,40
2/1/14,West,Decaf Irish Cream,180,49,53
1/1/15,East,Decaf Irish Cream,282,102,64
2/1/14,West,Caffe Mocha,68,10,23
5/1/15,South,Decaf Irish Cream,118,39,25
5/1/15,West,Decaf Irish Cream,117,37,40
9/1/15,East,Lemon,328,154,91
10/1/14,South,Decaf Irish Cream,122,9,44
6/1/14,Central,Lemon,106,39,25
2/1/15,South,Decaf Irish Cream,271,86,54
5/1/15,South,Decaf Irish Cream,100,50,37
10/1/14,West,Darjeeling,275,76,64
2/1/14,West,Darjeeling,155,90,40
12/1/15,East,Decaf Espresso,217,65,66
5/1/15,South,Caffe Mocha,46,25,22
7/1/14,East,Darjeeling,169,83,48
8/1/14,South,Chamomile,260,127,100
10/1/14,South,Decaf Irish Cream,92,4,26
8/1/14,South,Caffe Mocha,27,16,22
12/1/14,East,Decaf Espresso,75,26,17
8/1/14,West,Decaf Irish Cream,134,25,53
5/1/15,West,Lemon,79,44,24
8/1/15,East,Lemon,77,0,25
8/1/14,West,Caffe Mocha,146,19,124
7/1/14,East,Darjeeling,182,28,37
5/1/14,Central,Decaf Espresso,106,30,21
8/1/14,West,Lemon,279,100,72
2/1/14,South,Chamomile,95,30,22
5/1/14,Central,Darjeeling,116,30,39
3/1/14,South,Decaf Espresso,186,47,38
11/1/14,East,Chamomile,90,17,25
8/1/14,East,Chamomile,103,27,23
5/1/14,West,Decaf Irish Cream,132,12,48
12/1/15,South,Caffe Mocha,64,25,23
10/1/15,Central,Chamomile,316,223,38
10/1/15,Central,Decaf Irish Cream,292,58,67
2/1/14,Central,Amaretto,277,149,112
10/1/14,Central,Caffe Mocha,176,88,42
11/1/15,South,Chamomile,83,16,26
3/1/14,Central,Chamomile,110,42,38
2/1/14,West,Chamomile,134,54,51
7/1/14,Central,Decaf Irish Cream,226,102,47
8/1/14,West,Decaf Irish Cream,146,39,53
2/1/15,South,Caffe Mocha,171,71,61
2/1/14,West,Caffe Mocha,283,97,113
4/1/14,West,Caffe Mocha,182,39,49
9/1/15,East,Decaf Irish Cream,201,112,52
8/1/14,West,Darjeeling,352,134,40
12/1/14,West,Decaf Irish Cream,108,17,28
1/1/15,Central,Decaf Espresso,122,32,36
5/1/15,South,Caffe Mocha,107,58,21
2/1/15,West,Darjeeling,297,112,51
7/1/14,South,Decaf Irish Cream,69,9,21
12/1/14,West,Caffe Mocha,165,23,44
1/1/14,Central,Decaf Irish Cream,196,84,59
11/1/14,East,Chamomile,89,2,23
10/1/14,South,Lemon,116,17,47
5/1/15,West,Decaf Irish Cream,130,38,55
12/1/14,Central,Decaf Irish Cream,99,8,38
5/1/15,Central,Decaf Irish Cream,210,52,50
3/1/14,East,Darjeeling,79,36,35
2/1/15,East,Decaf Irish Cream,223,45,51
9/1/15,West,Darjeeling,212,120,47
3/1/15,South,Caffe Mocha,175,34,40
2/1/14,West,Chamomile,115,36,26
4/1/14,West,Caffe Mocha,111,13,34
10/1/14,Central,Darjeeling,61,48,38
4/1/14,East,Darjeeling,115,21,19
2/1/14,West,Decaf Espresso,109,12,54
3/1/14,Central,Decaf Irish Cream,170,83,37
5/1/15,Central,Earl Grey,323,174,40
5/1/14,South,Lemon,119,20,42
2/1/15,South,Caffe Latte,154,16,52
8/1/15,East,Decaf Irish Cream,240,69,66
8/1/14,West,Mint,588,265,141
2/1/14,Central,Lemon,199,50,51
2/1/14,South,Chamomile,212,107,52
12/1/15,East,Chamomile,241,75,52
2/1/15,East,Decaf Irish Cream,298,110,54
4/1/14,Central,Decaf Espresso,137,89,33
10/1/14,East,Decaf Espresso,93,13,38
7/1/14,West,Darjeeling,223,93,46
11/1/15,East,Caffe Mocha,96,-19,42
1/1/14,Central,Mint,139,66,38
2/1/14,East,Colombian,513,160,109
7/1/14,West,Decaf Espresso,318,99,68
12/1/14,West,Darjeeling,167,33,45
10/1/14,South,Decaf Irish Cream,172,4,69
2/1/14,West,Darjeeling,39,-535,44
2/1/14,Central,Lemon,195,65,32
3/1/15,Central,Chamomile,93,33,18
3/1/14,South,Caffe Mocha,212,-56,58
4/1/15,West,Mint,159,-21,49
1/1/15,Central,Darjeeling,197,111,42
10/1/14,West,Green Tea,104,1,56
10/1/15,Central,Chamomile,314,141,106
8/1/15,Central,Darjeeling,85,18,15
12/1/14,West,Amaretto,108,11,53
3/1/15,Central,Decaf Irish Cream,241,71,41
7/1/14,Central,Darjeeling,73,12,24
2/1/14,West,Chamomile,322,125,113
1/1/14,Central,Decaf Irish Cream,200,108,36
1/1/15,East,Decaf Irish Cream,598,250,60
5/1/15,East,Decaf Irish Cream,193,88,63
3/1/14,East,Chamomile,178,51,44
1/1/15,West,Mint,404,209,80
2/1/15,East,Decaf Irish Cream,317,120,115
9/1/15,West,Decaf Espresso,134,43,38
1/1/15,West,Caffe Latte,496,148,93
2/1/14,West,Caffe Latte,76,40,25
8/1/14,Central,Decaf Irish Cream,129,46,43
5/1/15,West,Caffe Latte,526,288,84
5/1/14,South,Caffe Latte,167,35,48
8/1/14,South,Caffe Mocha,220,20,62
11/1/15,Central,Darjeeling,68,-9,41
8/1/15,South,Caffe Latte,84,8,27
2/1/14,East,Decaf Espresso,52,28,20
8/1/14,West,Mint,266,100,43
12/1/14,West,Caffe Mocha,62,10,22
2/1/14,East,Mint,136,1,54
10/1/14,West,Decaf Irish Cream,71,35,22
2/1/14,West,Darjeeling,319,60,103
12/1/14,Central,Darjeeling,87,-15,23
4/1/14,Central,Decaf Irish Cream,142,27,33
12/1/14,Central,Decaf Irish Cream,198,34,41
2/1/15,South,Caffe Mocha,227,68,60
12/1/14,Central,Lemon,523,228,128
5/1/15,Central,Darjeeling,124,-17,46
11/1/14,East,Decaf Espresso,87,25,21
10/1/15,Central,Decaf Espresso,267,63,83
5/1/15,West,Decaf Irish Cream,179,49,66
8/1/15,South,Lemon,85,24,25
10/1/14,South,Lemon,47,10,17
1/1/14,South,Decaf Irish Cream,170,49,59
10/1/14,East,Chamomile,118,6,44
2/1/14,East,Decaf Espresso,125,39,51
1/1/15,Central,Caffe Mocha,294,76,42
5/1/15,South,Lemon,130,52,41
10/1/14,West,Lemon,75,52,47
5/1/15,West,Lemon,581,337,104
2/1/14,Central,Earl Grey,147,66,41
10/1/15,West,Decaf Espresso,352,153,103
4/1/14,South,Caffe Latte,139,39,30
11/1/15,West,Darjeeling,287,121,66
5/1/14,East,Lemon,131,15,54
8/1/15,South,Chamomile,85,25,21
12/1/14,West,Decaf Espresso,67,28,34
7/1/14,West,Decaf Espresso,220,76,61
5/1/15,South,Decaf Irish Cream,86,64,23
10/1/14,South,Decaf Irish Cream,153,14,60
10/1/14,Central,Chamomile,248,84,40
2/1/14,Central,Decaf Irish Cream,133,4,56
5/1/15,West,Caffe Latte,46,36,18
8/1/14,West,Decaf Espresso,53,16,11
8/1/15,South,Lemon,103,3,35
11/1/15,South,Lemon,87,-17,43
2/1/15,Central,Lemon,204,57,45
7/1/14,Central,Decaf Irish Cream,80,17,23
2/1/15,Central,Caffe Mocha,243,86,33
5/1/15,Central,Caffe Mocha,208,37,44
9/1/15,East,Decaf Irish Cream,252,40,56
1/1/14,East,Decaf Irish Cream,262,84,57
1/1/14,East,Darjeeling,100,28,21
6/1/15,East,Lemon,542,168,106
3/1/14,South,Decaf Irish Cream,176,54,37
4/1/14,Central,Lemon,177,34,41
9/1/15,Central,Lemon,502,161,41
2/1/14,East,Lemon,563,157,113
5/1/15,West,Decaf Irish Cream,112,39,21
5/1/15,South,Decaf Irish Cream,37,21,21
5/1/15,West,Lemon,582,262,117
1/1/15,South,Chamomile,159,41,56
2/1/14,Central,Mint,122,43,36
3/1/14,Central,Mint,169,44,44
1/1/14,Central,Amaretto,262,86,41
2/1/14,West,Caffe Latte,74,23,23
3/1/15,East,Decaf Irish Cream,621,439,40
6/1/14,West,Decaf Irish Cream,104,5,46
8/1/14,West,Chamomile,288,85,147
7/1/14,West,Decaf Irish Cream,103,26,51
10/1/14,Central,Darjeeling,136,0,45
4/1/15,South,Caffe Mocha,151,55,36
9/1/15,West,Mint,163,44,54
5/1/14,East,Mint,205,109,56
1/1/15,East,Decaf Irish Cream,315,158,53
8/1/14,Central,Caffe Mocha,279,108,68
1/1/15,West,Decaf Espresso,440,152,88
9/1/15,West,Caffe Mocha,86,45,17
3/1/14,West,Decaf Espresso,122,48,46
8/1/14,West,Caffe Mocha,383,129,149
3/1/14,Central,Chamomile,107,33,37
1/1/14,East,Decaf Espresso,119,30,46
7/1/14,East,Decaf Irish Cream,127,11,68
5/1/14,Central,Decaf Irish Cream,138,24,35
12/1/14,West,Decaf Irish Cream,126,25,47
5/1/15,East,Decaf Irish Cream,511,493,120
2/1/15,West,Decaf Espresso,105,22,50
8/1/15,Central,Lemon,278,135,41
10/1/14,South,Lemon,64,30,44
4/1/14,West,Chamomile,178,101,50
8/1/14,Central,Caffe Mocha,248,86,77
8/1/15,South,Chamomile,77,20,29
8/1/14,East,Lemon,235,73,65
3/1/15,West,Lemon,745,229,134
2/1/14,West,Darjeeling,215,74,45
8/1/15,Central,Decaf Irish Cream,146,35,40
1/1/15,South,Decaf Irish Cream,148,31,46
1/1/15,Central,Decaf Irish Cream,164,2,63
1/1/15,West,Darjeeling,252,104,45
1/1/15,West,Chamomile,152,59,45
2/1/14,Central,Darjeeling,110,-19,51
1/1/14,East,Decaf Irish Cream,175,86,54
10/1/15,West,Darjeeling,280,94,88
3/1/14,West,Decaf Irish Cream,132,2,34
3/1/15,South,Caffe Mocha,218,63,47
3/1/15,Central,Decaf Irish Cream,326,166,43
10/1/15,West,Decaf Espresso,242,103,54
10/1/14,Central,Lemon,42,5,20
8/1/14,South,Chamomile,121,11,44
2/1/14,East,Decaf Espresso,105,27,21
1/1/14,East,Decaf Irish Cream,152,55,51
8/1/15,East,Decaf Irish Cream,369,484,141
5/1/15,East,Mint,197,57,38
9/1/14,East,Lemon,149,-5,67
2/1/14,West,Decaf Irish Cream,137,18,58
8/1/14,Central,Mint,74,11,39
1/1/15,South,Decaf Irish Cream,199,41,48
3/1/15,South,Decaf Espresso,132,31,45
2/1/14,Central,Darjeeling,131,3,34
8/1/14,West,Lemon,133,31,52
3/1/14,West,Chamomile,110,33,20
12/1/14,Central,Chamomile,223,54,37
4/1/14,Central,Decaf Espresso,183,103,34
8/1/15,West,Chamomile,79,31,20
9/1/15,West,Decaf Espresso,234,47,40
3/1/14,East,Decaf Espresso,103,10,49
2/1/14,East,Decaf Irish Cream,188,79,63
3/1/15,East,Decaf Irish Cream,530,458,106
11/1/14,East,Decaf Espresso,70,13,21
12/1/14,Central,Decaf Irish Cream,164,32,45
9/1/15,West,Decaf Irish Cream,208,31,52
3/1/15,Central,Decaf Irish Cream,224,193,48
12/1/15,Central,Lemon,470,172,65
9/1/14,Central,Decaf Irish Cream,251,62,47
4/1/14,West,Caffe Mocha,130,38,43
11/1/14,East,Darjeeling,79,27,19
1/1/14,West,Decaf Espresso,90,12,91
8/1/14,Central,Decaf Irish Cream,181,48,68
7/1/15,South,Caffe Mocha,123,30,32
11/1/15,Central,Caffe Mocha,207,120,32
5/1/15,Central,Decaf Irish Cream,123,50,43
9/1/14,Central,Decaf Irish Cream,149,30,56
9/1/14,East,Decaf Irish Cream,260,212,125
12/1/14,West,Caffe Mocha,124,4,26
3/1/14,South,Decaf Irish Cream,105,15,19
1/1/15,West,Decaf Espresso,101,59,17
10/1/15,South,Decaf Irish Cream,587,195,139
5/1/15,South,Chamomile,51,47,16
10/1/14,West,Caffe Mocha,80,31,22
5/1/15,East,Lemon,633,427,91
8/1/14,West,Decaf Irish Cream,190,29,55
3/1/14,West,Mint,140,41,43
1/1/14,West,Decaf Irish Cream,83,-12,45
12/1/14,Central,Decaf Irish Cream,120,60,26
8/1/15,East,Darjeeling,55,25,21
8/1/14,East,Decaf Espresso,76,4,18
10/1/14,Central,Decaf Irish Cream,200,50,44
1/1/15,Central,Mint,434,117,107
7/1/14,East,Colombian,327,101,137
8/1/15,Central,Lemon,353,164,72
12/1/14,East,Darjeeling,85,16,16
12/1/14,East,Chamomile,76,-15,53
1/1/14,West,Decaf Irish Cream,163,1,90
8/1/14,East,Darjeeling,58,15,18
8/1/14,Central,Chamomile,55,5,17
1/1/15,West,Darjeeling,158,41,56
2/1/15,West,Decaf Irish Cream,144,-8,42
3/1/15,South,Decaf Irish Cream,623,151,101
3/1/14,West,Mint,157,46,46
1/1/15,West,Decaf Espresso,137,59,51
2/1/14,West,Mint,182,-77,84
8/1/15,Central,Decaf Irish Cream,60,16,15
2/1/14,West,Chamomile,123,25,48
10/1/14,West,Chamomile,199,82,45
4/1/14,Central,Darjeeling,81,2,35
11/1/14,East,Chamomile,108,24,52
9/1/15,West,Darjeeling,148,61,36
12/1/14,West,Lemon,91,-12,69
7/1/14,South,Decaf Irish Cream,80,46,24
12/1/15,West,Decaf Espresso,57,39,12
1/1/14,East,Decaf Espresso,44,25,19
1/1/14,Central,Decaf Irish Cream,192,56,65
9/1/15,South,Caffe Latte,84,30,36
8/1/14,Central,Mint,78,-7,40
2/1/14,Central,Mint,181,0,55
4/1/15,West,Lemon,165,54,36
10/1/15,Central,Caffe Mocha,634,197,79
11/1/14,East,Darjeeling,80,38,20
11/1/15,Central,Darjeeling,90,0,25
10/1/14,South,Caffe Mocha,66,17,46
4/1/15,Central,Decaf Irish Cream,581,151,40
8/1/15,Central,Decaf Espresso,77,47,25
2/1/14,Central,Darjeeling,201,134,31
3/1/15,East,Decaf Irish Cream,239,108,97
10/1/14,Central,Caffe Mocha,94,6,17
1/1/15,West,Darjeeling,501,152,91
12/1/14,Central,Caffe Mocha,199,78,49
5/1/15,West,Mint,285,159,52
3/1/15,West,Caffe Latte,184,50,48
