Ddate,Market,Product,Product Type,Sales,Profit,Expenses
9/1/13,Central,Decaf Espresso,Espresso,147,31,42
10/1/13,Central,Chamomile,Herbal Tea,344,192,81
12/1/12,West,Decaf Irish Cream,Coffee,91,-4,45
1/1/12,West,Caffe Mocha,Espresso,138,19,43
1/1/13,East,Decaf Irish Cream,Coffee,220,118,56
9/1/12,West,Decaf Irish Cream,Coffee,170,23,56
5/1/13,Central,Decaf Irish Cream,Coffee,102,45,27
5/1/12,Central,Decaf Irish Cream,Coffee,104,22,36
5/1/12,West,Darjeeling,Tea,174,-5,67
10/1/13,Central,Decaf Espresso,Espresso,58,35,18
8/1/12,West,Caffe Mocha,Espresso,166,36,78
4/1/12,East,Darjeeling,Tea,72,-5,19
2/1/13,East,Decaf Irish Cream,Coffee,223,124,54
1/1/13,West,Caffe Latte,Espresso,92,37,20
5/1/13,Central,Decaf Irish Cream,Coffee,80,44,38
8/1/12,West,Decaf Irish Cream,Coffee,78,11,43
12/1/12,East,Lemon,Herbal Tea,117,25,51
3/1/12,Central,Decaf Irish Cream,Coffee,173,42,34
2/1/13,East,Chamomile,Herbal Tea,132,36,40
12/1/13,South,Decaf Espresso,Espresso,309,130,59
8/1/12,Central,Decaf Irish Cream,Coffee,93,10,44
11/1/13,Central,Darjeeling,Tea,63,1,43
8/1/13,South,Caffe Mocha,Espresso,92,28,35
8/1/12,East,Chamomile,Herbal Tea,86,3,17
5/1/12,East,Lemon,Herbal Tea,109,14,41
4/1/13,Central,Colombian,Coffee,589,409,98
10/1/12,South,Caffe Mocha,Espresso,297,98,57
9/1/13,Central,Chamomile,Herbal Tea,315,275,95
4/1/12,Central,Chamomile,Herbal Tea,119,26,37
3/1/12,South,Caffe Mocha,Espresso,125,59,41
9/1/13,South,Decaf Espresso,Espresso,97,21,38
2/1/12,West,Chamomile,Herbal Tea,138,60,43
2/1/12,Central,Chamomile,Herbal Tea,172,72,33
3/1/12,South,Lemon,Herbal Tea,147,24,55
9/1/13,West,Decaf Espresso,Espresso,150,57,38
5/1/13,South,Lemon,Herbal Tea,104,33,23
4/1/12,Central,Mint,Herbal Tea,103,3,60
10/1/12,East,Decaf Irish Cream,Coffee,280,63,67
7/1/13,West,Chamomile,Herbal Tea,111,28,32
5/1/12,Central,Decaf Irish Cream,Coffee,187,38,40
9/1/12,East,Lemon,Herbal Tea,147,-1,94
5/1/13,West,Decaf Irish Cream,Coffee,71,35,26
7/1/12,East,Darjeeling,Tea,220,104,39
5/1/12,South,Lemon,Herbal Tea,132,32,47
3/1/13,East,Decaf Irish Cream,Coffee,234,47,116
2/1/12,West,Mint,Herbal Tea,135,46,50
8/1/13,Central,Decaf Irish Cream,Coffee,93,32,37
3/1/12,South,Decaf Irish Cream,Coffee,131,54,60
7/1/12,West,Decaf Irish Cream,Coffee,151,30,59
8/1/13,East,Lemon,Herbal Tea,166,32,47
12/1/12,East,Darjeeling,Tea,120,20,40
2/1/12,West,Darjeeling,Tea,237,81,35
10/1/12,West,Decaf Espresso,Espresso,189,89,46
5/1/12,East,Darjeeling,Tea,104,32,20
9/1/13,East,Lemon,Herbal Tea,227,113,55
8/1/12,South,Decaf Irish Cream,Coffee,240,66,77
7/1/12,West,Darjeeling,Tea,238,106,53
2/1/12,Central,Lemon,Herbal Tea,143,15,45
10/1/12,East,Darjeeling,Tea,104,15,33
6/1/13,West,Colombian,Coffee,548,348,120
10/1/13,South,Caffe Mocha,Espresso,352,140,93
11/1/13,West,Caffe Latte,Espresso,81,12,25
5/1/13,Central,Decaf Irish Cream,Coffee,124,32,40
8/1/12,East,Decaf Irish Cream,Coffee,291,235,68
2/1/13,Central,Amaretto,Coffee,94,46,39
2/1/12,West,Darjeeling,Tea,176,119,89
2/1/12,West,Darjeeling,Tea,116,51,38
9/1/12,South,Decaf Irish Cream,Coffee,164,12,83
2/1/12,West,Decaf Irish Cream,Coffee,171,49,47
5/1/12,Central,Decaf Irish Cream,Coffee,136,22,49
11/1/12,East,Lemon,Herbal Tea,73,-3,25
4/1/12,West,Decaf Irish Cream,Coffee,104,20,34
4/1/12,Central,Darjeeling,Tea,138,15,38
1/1/12,East,Decaf Espresso,Espresso,127,19,25
10/1/12,South,Lemon,Herbal Tea,51,17,23
1/1/12,Central,Decaf Irish Cream,Coffee,202,97,39
1/1/12,East,Colombian,Coffee,535,187,114
1/1/13,Central,Decaf Irish Cream,Coffee,204,109,38
2/1/12,West,Decaf Espresso,Espresso,110,44,24
3/1/12,Central,Darjeeling,Tea,99,14,32
9/1/13,East,Regular Espresso,Espresso,226,83,54
10/1/12,Central,Decaf Irish Cream,Coffee,62,-6,17
4/1/12,West,Decaf Espresso,Espresso,100,12,15
2/1/13,South,Lemon,Herbal Tea,94,56,39
5/1/13,South,Decaf Irish Cream,Coffee,142,42,38
3/1/13,West,Decaf Irish Cream,Coffee,225,74,110
1/1/12,Central,Decaf Irish Cream,Coffee,214,-6,117
12/1/12,Central,Lemon,Herbal Tea,103,0,49
12/1/12,West,Lemon,Herbal Tea,119,25,47
10/1/13,South,Decaf Irish Cream,Coffee,129,30,25
5/1/13,East,Decaf Irish Cream,Coffee,477,360,116
2/1/12,Central,Darjeeling,Tea,181,77,36
1/1/12,West,Mint,Herbal Tea,142,33,44
2/1/12,West,Mint,Herbal Tea,99,24,44
12/1/12,West,Decaf Irish Cream,Coffee,100,-8,40
12/1/12,West,Decaf Irish Cream,Coffee,205,92,54
1/1/13,West,Chamomile,Herbal Tea,135,100,47
10/1/13,South,Caffe Latte,Espresso,328,121,122
10/1/12,South,Decaf Espresso,Espresso,504,143,44
9/1/12,East,Decaf Irish Cream,Coffee,144,14,58
8/1/13,East,Decaf Irish Cream,Coffee,350,139,127
3/1/13,Central,Decaf Irish Cream,Coffee,238,96,53
8/1/12,Central,Chamomile,Herbal Tea,323,127,74
11/1/12,East,Darjeeling,Tea,55,-7,19
6/1/13,West,Caffe Latte,Espresso,445,185,81
8/1/13,West,Decaf Espresso,Espresso,578,255,107
9/1/13,South,Lemon,Herbal Tea,161,93,45
5/1/12,East,Darjeeling,Tea,183,92,58
2/1/12,West,Decaf Espresso,Espresso,115,39,24
10/1/12,East,Decaf Espresso,Espresso,258,150,89
2/1/12,Central,Mint,Herbal Tea,197,58,40
8/1/13,Central,Chamomile,Herbal Tea,72,38,20
11/1/12,West,Caffe Mocha,Espresso,56,9,18
7/1/12,West,Mint,Herbal Tea,184,4,70
12/1/13,South,Decaf Espresso,Espresso,218,62,51
1/1/12,Central,Decaf Irish Cream,Coffee,186,77,55
4/1/12,Central,Darjeeling,Tea,89,3,39
8/1/12,East,Lemon,Herbal Tea,95,1,51
8/1/12,West,Chamomile,Herbal Tea,331,145,127
9/1/12,Central,Decaf Irish Cream,Coffee,95,-1,51
5/1/13,West,Lemon,Herbal Tea,574,182,117
7/1/13,South,Chamomile,Herbal Tea,112,57,34
4/1/12,South,Lemon,Herbal Tea,192,48,60
1/1/12,East,Darjeeling,Tea,72,33,22
1/1/12,Central,Decaf Irish Cream,Coffee,116,50,39
1/1/12,Central,Decaf Irish Cream,Coffee,222,98,49
1/1/12,South,Decaf Irish Cream,Coffee,290,138,92
8/1/13,South,Decaf Irish Cream,Coffee,74,37,24
6/1/12,West,Decaf Irish Cream,Coffee,107,-4,43
5/1/12,Central,Decaf Irish Cream,Coffee,195,46,55
10/1/12,South,Caffe Latte,Espresso,101,-8,39
10/1/12,South,Decaf Irish Cream,Coffee,207,35,52
12/1/12,Central,Caffe Mocha,Espresso,63,17,34
1/1/13,South,Lemon,Herbal Tea,322,102,91
8/1/13,West,Darjeeling,Tea,90,33,13
8/1/12,Central,Decaf Irish Cream,Coffee,253,152,51
1/1/13,East,Lemon,Herbal Tea,147,68,47
9/1/13,West,Mint,Herbal Tea,105,39,42
4/1/13,Central,Decaf Espresso,Espresso,150,63,22
5/1/13,West,Decaf Irish Cream,Coffee,93,31,42
7/1/13,East,Lemon,Herbal Tea,146,52,39
7/1/12,South,Decaf Espresso,Espresso,75,20,20
2/1/12,West,Amaretto,Coffee,226,79,41
4/1/12,West,Darjeeling,Tea,127,-4,46
11/1/13,West,Decaf Espresso,Espresso,590,176,91
8/1/13,Central,Caffe Mocha,Espresso,76,37,22
1/1/12,East,Earl Grey,Tea,154,61,58
1/1/12,Central,Decaf Irish Cream,Coffee,208,93,87
10/1/12,South,Lemon,Herbal Tea,50,9,20
8/1/13,South,Decaf Irish Cream,Coffee,59,23,34
5/1/12,East,Darjeeling,Tea,179,30,62
7/1/12,Central,Decaf Irish Cream,Coffee,59,1,19
2/1/12,Central,Decaf Irish Cream,Coffee,111,33,30
10/1/12,East,Decaf Irish Cream,Coffee,202,41,66
9/1/13,South,Decaf Irish Cream,Coffee,82,32,33
7/1/12,West,Lemon,Herbal Tea,187,74,44
12/1/12,East,Caffe Mocha,Espresso,71,-3,26
2/1/12,East,Darjeeling,Tea,108,25,25
8/1/12,East,Lemon,Herbal Tea,173,29,67
5/1/12,West,Decaf Irish Cream,Coffee,124,19,38
7/1/12,West,Lemon,Herbal Tea,148,19,53
12/1/12,East,Mint,Herbal Tea,130,18,40
8/1/12,East,Decaf Irish Cream,Coffee,295,103,70
5/1/13,Central,Decaf Irish Cream,Coffee,105,22,43
5/1/12,East,Darjeeling,Tea,102,31,24
5/1/12,West,Decaf Irish Cream,Coffee,85,10,34
6/1/13,East,Lemon,Herbal Tea,222,150,43
5/1/12,West,Caffe Mocha,Espresso,136,15,76
1/1/13,South,Chamomile,Herbal Tea,134,42,43
10/1/12,East,Chamomile,Herbal Tea,294,100,64
8/1/13,Central,Lemon,Herbal Tea,84,25,42
1/1/12,South,Decaf Irish Cream,Coffee,188,64,39
2/1/12,West,Decaf Espresso,Espresso,117,41,51
4/1/12,South,Chamomile,Herbal Tea,131,36,45
1/1/12,East,Decaf Espresso,Espresso,69,56,24
4/1/13,East,Decaf Espresso,Espresso,28,58,20
2/1/12,West,Decaf Espresso,Espresso,178,50,37
2/1/12,East,Caffe Mocha,Espresso,268,103,111
1/1/12,East,Darjeeling,Tea,138,40,24
3/1/13,Central,Decaf Irish Cream,Coffee,292,119,93
1/1/13,East,Decaf Irish Cream,Coffee,310,215,117
5/1/12,West,Decaf Espresso,Espresso,45,10,17
5/1/12,West,Decaf Irish Cream,Coffee,120,9,49
6/1/13,Central,Decaf Irish Cream,Coffee,160,37,42
12/1/12,Central,Amaretto,Coffee,107,19,42
10/1/12,East,Decaf Espresso,Espresso,189,83,56
3/1/12,South,Decaf Irish Cream,Coffee,173,45,35
8/1/13,East,Lemon,Herbal Tea,82,10,30
7/1/12,Central,Decaf Irish Cream,Coffee,60,-6,45
8/1/13,South,Chamomile,Herbal Tea,67,33,21
2/1/13,South,Lemon,Herbal Tea,111,-16,50
5/1/12,West,Darjeeling,Tea,535,166,93
4/1/13,West,Decaf Espresso,Espresso,103,41,16
11/1/12,West,Caffe Mocha,Espresso,83,16,22
8/1/13,South,Lemon,Herbal Tea,72,10,24
10/1/13,Central,Chamomile,Herbal Tea,332,145,115
1/1/13,East,Amaretto,Coffee,265,62,65
9/1/13,West,Darjeeling,Tea,215,54,34
2/1/12,Central,Caffe Mocha,Espresso,297,61,37
6/1/12,West,Darjeeling,Tea,170,51,47
5/1/13,Central,Amaretto,Coffee,490,174,100
11/1/12,East,Decaf Espresso,Espresso,90,24,23
2/1/12,Central,Lemon,Herbal Tea,274,131,98
1/1/13,Central,Decaf Irish Cream,Coffee,299,140,44
8/1/13,Central,Darjeeling,Tea,692,217,93
2/1/13,South,Lemon,Herbal Tea,141,25,45
1/1/12,South,Decaf Irish Cream,Coffee,163,67,36
5/1/13,South,Caffe Mocha,Espresso,63,27,18
2/1/12,Central,Darjeeling,Tea,133,52,37
2/1/13,Central,Decaf Irish Cream,Coffee,234,136,53
9/1/13,Central,Lemon,Herbal Tea,320,138,36
1/1/13,West,Chamomile,Herbal Tea,338,84,47
11/1/12,West,Decaf Espresso,Espresso,77,21,19
8/1/12,South,Caffe Mocha,Espresso,331,91,69
3/1/13,Central,Decaf Irish Cream,Coffee,224,75,113
9/1/13,Central,Lemon,Herbal Tea,138,40,44
10/1/12,East,Decaf Espresso,Espresso,217,76,62
1/1/12,Central,Darjeeling,Tea,72,13,22
8/1/12,Central,Decaf Irish Cream,Coffee,193,60,64
2/1/12,South,Decaf Espresso,Espresso,184,61,44
5/1/12,Central,Decaf Irish Cream,Coffee,83,31,36
10/1/12,Central,Decaf Espresso,Espresso,100,14,42
1/1/13,West,Darjeeling,Tea,171,45,46
11/1/12,East,Decaf Espresso,Espresso,85,19,39
5/1/12,West,Decaf Espresso,Espresso,117,30,22
5/1/13,East,Decaf Irish Cream,Coffee,515,133,62
2/1/12,West,Decaf Espresso,Espresso,130,47,28
5/1/13,West,Lemon,Herbal Tea,168,66,43
7/1/12,West,Earl Grey,Tea,517,168,103
12/1/12,Central,Caffe Mocha,Espresso,178,57,41
10/1/12,East,Decaf Espresso,Espresso,115,11,35
8/1/12,South,Chamomile,Herbal Tea,73,26,37
11/1/13,South,Caffe Latte,Espresso,84,-21,25
5/1/12,West,Decaf Espresso,Espresso,113,32,47
8/1/13,Central,Decaf Irish Cream,Coffee,203,60,49
8/1/13,South,Lemon,Herbal Tea,84,44,21
2/1/12,West,Caffe Latte,Espresso,44,36,18
8/1/12,East,Regular Espresso,Espresso,368,179,64
11/1/12,East,Darjeeling,Tea,43,4,24
1/1/12,East,Decaf Espresso,Espresso,141,89,46
9/1/12,West,Decaf Irish Cream,Coffee,95,19,47
1/1/13,Central,Decaf Irish Cream,Coffee,419,145,37
4/1/12,South,Caffe Mocha,Espresso,129,35,48
4/1/12,Central,Decaf Espresso,Espresso,111,37,35
8/1/13,Central,Lemon,Herbal Tea,89,36,24
5/1/13,West,Decaf Irish Cream,Coffee,119,38,42
11/1/13,South,Decaf Irish Cream,Coffee,124,-1,53
4/1/12,West,Darjeeling,Tea,78,15,34
8/1/12,West,Decaf Irish Cream,Coffee,157,41,66
5/1/13,Central,Decaf Irish Cream,Coffee,130,55,39
8/1/12,West,Decaf Irish Cream,Coffee,181,37,66
2/1/13,East,Darjeeling,Tea,111,1,48
2/1/13,West,Decaf Irish Cream,Coffee,91,4,47
10/1/12,East,Decaf Irish Cream,Coffee,323,174,143
9/1/13,West,Decaf Espresso,Espresso,142,55,36
5/1/13,Central,Chamomile,Herbal Tea,264,104,32
8/1/12,South,Caffe Mocha,Espresso,52,16,16
2/1/12,West,Darjeeling,Tea,45,-18,42
1/1/12,East,Darjeeling,Tea,82,6,42
5/1/12,West,Decaf Irish Cream,Coffee,124,37,25
2/1/12,Central,Amaretto,Coffee,295,121,41
1/1/13,South,Decaf Irish Cream,Coffee,289,110,45
6/1/13,South,Caffe Mocha,Espresso,483,190,93
10/1/12,South,Decaf Irish Cream,Coffee,218,45,47
3/1/12,West,Chamomile,Herbal Tea,126,30,38
9/1/12,Central,Decaf Irish Cream,Coffee,160,5,51
10/1/12,East,Darjeeling,Tea,290,100,50
8/1/13,East,Darjeeling,Tea,76,9,17
5/1/12,Central,Decaf Irish Cream,Coffee,120,22,34
8/1/12,West,Decaf Espresso,Espresso,397,167,146
8/1/13,East,Decaf Irish Cream,Coffee,680,597,137
10/1/13,East,Decaf Irish Cream,Coffee,709,189,97
2/1/12,West,Caffe Mocha,Espresso,174,5,115
1/1/13,South,Caffe Mocha,Espresso,239,129,48
2/1/12,West,Darjeeling,Tea,54,-4,42
12/1/12,South,Decaf Irish Cream,Coffee,111,18,42
8/1/12,East,Darjeeling,Tea,87,10,42
12/1/12,West,Mint,Herbal Tea,127,34,41
10/1/12,West,Darjeeling,Tea,255,124,45
12/1/12,Central,Decaf Irish Cream,Coffee,126,64,38
5/1/13,West,Caffe Mocha,Espresso,85,46,37
10/1/12,Central,Darjeeling,Tea,92,-1,40
4/1/13,Central,Caffe Mocha,Espresso,146,64,25
5/1/13,Central,Lemon,Herbal Tea,569,281,98
1/1/12,South,Decaf Irish Cream,Coffee,130,38,37
5/1/13,South,Lemon,Herbal Tea,125,41,37
7/1/12,South,Chamomile,Herbal Tea,81,25,45
7/1/12,West,Mint,Herbal Tea,265,8,69
10/1/13,East,Caffe Mocha,Espresso,348,182,106
5/1/13,South,Decaf Irish Cream,Coffee,120,35,39
3/1/12,South,Caffe Mocha,Espresso,128,68,30
8/1/12,Central,Decaf Irish Cream,Coffee,98,20,39
8/1/13,Central,Chamomile,Herbal Tea,85,29,33
2/1/12,Central,Mint,Herbal Tea,193,55,31
10/1/13,East,Chamomile,Herbal Tea,69,28,21
8/1/12,Central,Darjeeling,Tea,225,125,41
1/1/13,West,Mint,Herbal Tea,398,118,51
5/1/13,West,Lemon,Herbal Tea,161,29,41
4/1/12,East,Decaf Espresso,Espresso,170,101,38
7/1/13,West,Chamomile,Herbal Tea,41,15,15
6/1/12,Central,Decaf Irish Cream,Coffee,71,-4,44
10/1/12,East,Chamomile,Herbal Tea,84,17,25
8/1/13,West,Darjeeling,Tea,589,181,71
3/1/12,East,Mint,Herbal Tea,164,48,45
8/1/13,East,Darjeeling,Tea,80,14,16
12/1/12,Central,Decaf Irish Cream,Coffee,105,9,22
7/1/12,West,Decaf Espresso,Espresso,304,96,66
7/1/12,Central,Chamomile,Herbal Tea,212,63,48
2/1/13,Central,Decaf Irish Cream,Coffee,88,8,39
8/1/13,East,Darjeeling,Tea,85,25,20
8/1/12,West,Decaf Irish Cream,Coffee,364,31,77
8/1/12,East,Decaf Irish Cream,Coffee,279,121,43
2/1/13,South,Decaf Irish Cream,Coffee,234,146,54
4/1/13,East,Decaf Irish Cream,Coffee,616,688,106
8/1/12,West,Caffe Latte,Espresso,521,114,100
9/1/13,East,Lemon,Herbal Tea,258,110,48
2/1/12,Central,Caffe Mocha,Espresso,188,60,30
2/1/12,West,Caffe Latte,Espresso,46,29,25
1/1/13,West,Chamomile,Herbal Tea,257,53,47
8/1/12,South,Caffe Latte,Espresso,284,121,69
8/1/12,Central,Lemon,Herbal Tea,53,17,20
7/1/12,East,Decaf Espresso,Espresso,127,36,54
12/1/13,South,Caffe Mocha,Espresso,62,31,25
12/1/13,West,Chamomile,Herbal Tea,319,153,64
2/1/12,Central,Chamomile,Herbal Tea,192,112,38
2/1/13,Central,Decaf Irish Cream,Coffee,208,54,46
4/1/12,South,Decaf Espresso,Espresso,105,22,33
10/1/12,South,Decaf Irish Cream,Coffee,120,-1,24
10/1/13,Central,Decaf Espresso,Espresso,346,150,111
2/1/12,Central,Decaf Irish Cream,Coffee,204,80,45
10/1/12,South,Decaf Irish Cream,Coffee,68,41,23
12/1/12,West,Decaf Irish Cream,Coffee,103,-9,52
9/1/13,Central,Chamomile,Herbal Tea,78,37,38
10/1/12,South,Decaf Irish Cream,Coffee,116,22,24
8/1/13,Central,Lemon,Herbal Tea,78,26,22
8/1/12,East,Decaf Espresso,Espresso,74,5,36
8/1/12,Central,Chamomile,Herbal Tea,67,1,16
11/1/12,West,Decaf Espresso,Espresso,82,23,23
1/1/12,Central,Decaf Irish Cream,Coffee,182,47,78
10/1/13,West,Darjeeling,Tea,325,152,41
7/1/12,South,Decaf Espresso,Espresso,120,45,32
9/1/12,West,Caffe Mocha,Espresso,286,27,148
8/1/12,Central,Chamomile,Herbal Tea,87,25,37
3/1/12,West,Decaf Irish Cream,Coffee,97,9,53
5/1/13,Central,Decaf Irish Cream,Coffee,164,73,35
11/1/13,South,Decaf Irish Cream,Coffee,70,15,19
5/1/12,West,Decaf Irish Cream,Coffee,127,34,38
8/1/13,East,Darjeeling,Tea,56,30,14
10/1/13,West,Decaf Espresso,Espresso,352,181,124
4/1/12,West,Decaf Irish Cream,Coffee,94,24,30
5/1/13,West,Lemon,Herbal Tea,507,194,125
10/1/12,East,Lemon,Herbal Tea,209,109,57
4/1/12,Central,Decaf Espresso,Espresso,135,11,50
5/1/13,Central,Decaf Irish Cream,Coffee,94,24,42
8/1/12,South,Chamomile,Herbal Tea,71,4,18
4/1/13,Central,Decaf Irish Cream,Coffee,155,59,42
8/1/12,West,Decaf Irish Cream,Coffee,281,29,138
8/1/12,Central,Decaf Irish Cream,Coffee,312,300,156
8/1/12,West,Decaf Irish Cream,Coffee,124,12,47
4/1/12,Central,Chamomile,Herbal Tea,120,18,42
3/1/13,Central,Caffe Mocha,Espresso,124,44,40
8/1/13,East,Decaf Irish Cream,Coffee,377,572,130
11/1/12,Central,Lemon,Herbal Tea,91,27,44
10/1/12,South,Decaf Irish Cream,Coffee,72,24,24
11/1/13,East,Caffe Mocha,Espresso,315,161,108
1/1/13,East,Decaf Espresso,Espresso,146,45,46
1/1/12,West,Decaf Irish Cream,Coffee,118,49,22
12/1/12,Central,Decaf Espresso,Espresso,50,18,18
6/1/12,West,Decaf Irish Cream,Coffee,201,61,53
8/1/12,East,Lemon,Herbal Tea,144,24,63
3/1/13,Central,Decaf Irish Cream,Coffee,285,137,81
5/1/13,Central,Decaf Irish Cream,Coffee,88,35,37
4/1/12,West,Decaf Espresso,Espresso,118,7,73
2/1/13,Central,Chamomile,Herbal Tea,146,63,41
10/1/13,East,Lemon,Herbal Tea,685,226,118
2/1/12,South,Caffe Mocha,Espresso,324,141,114
1/1/12,Central,Decaf Irish Cream,Coffee,189,68,54
5/1/13,East,Decaf Irish Cream,Coffee,479,43,145
1/1/13,Central,Decaf Irish Cream,Coffee,246,112,56
8/1/13,Central,Lemon,Herbal Tea,102,45,17
8/1/13,East,Mint,Herbal Tea,264,137,44
8/1/13,East,Decaf Irish Cream,Coffee,609,778,135
8/1/13,West,Decaf Irish Cream,Coffee,101,20,36
11/1/13,East,Decaf Espresso,Espresso,59,32,22
6/1/13,East,Decaf Irish Cream,Coffee,484,184,122
8/1/13,East,Darjeeling,Tea,50,28,17
10/1/13,East,Decaf Irish Cream,Coffee,225,135,63
8/1/13,East,Regular Espresso,Espresso,93,-13,64
2/1/12,South,Caffe Mocha,Espresso,110,33,25
2/1/12,West,Darjeeling,Tea,106,18,43
2/1/13,West,Decaf Irish Cream,Coffee,94,2,27
2/1/12,West,Darjeeling,Tea,264,104,36
10/1/12,West,Lemon,Herbal Tea,177,29,43
1/1/12,Central,Chamomile,Herbal Tea,263,80,53
6/1/13,South,Decaf Irish Cream,Coffee,536,189,87
1/1/12,South,Decaf Irish Cream,Coffee,126,55,25
5/1/13,Central,Decaf Irish Cream,Coffee,120,34,36
9/1/12,Central,Lemon,Herbal Tea,108,22,42
8/1/12,East,Caffe Mocha,Espresso,295,136,140
4/1/12,West,Darjeeling,Tea,69,2,45
3/1/12,East,Darjeeling,Tea,121,28,42
5/1/13,West,Decaf Irish Cream,Coffee,111,41,26
4/1/12,West,Decaf Irish Cream,Coffee,123,-7,48
4/1/13,West,Caffe Mocha,Espresso,138,-5,68
5/1/13,Central,Lemon,Herbal Tea,170,48,43
7/1/12,Central,Darjeeling,Tea,292,87,46
4/1/12,South,Caffe Mocha,Espresso,107,20,36
9/1/13,Central,Chamomile,Herbal Tea,232,110,28
5/1/12,South,Decaf Irish Cream,Coffee,50,15,17
2/1/13,Central,Chamomile,Herbal Tea,140,45,41
3/1/12,West,Darjeeling,Tea,60,12,31
5/1/13,Central,Colombian,Coffee,528,243,106
5/1/12,Central,Decaf Irish Cream,Coffee,116,26,36
8/1/12,West,Decaf Irish Cream,Coffee,203,-35,144
12/1/13,West,Darjeeling,Tea,211,-8,78
10/1/12,West,Lemon,Herbal Tea,73,10,45
10/1/12,West,Lemon,Herbal Tea,93,9,33
2/1/13,East,Mint,Herbal Tea,226,60,63
3/1/12,South,Decaf Irish Cream,Coffee,140,2,51
8/1/13,East,Darjeeling,Tea,65,24,20
11/1/12,West,Lemon,Herbal Tea,517,181,91
3/1/12,West,Caffe Mocha,Espresso,184,50,54
3/1/13,West,Darjeeling,Tea,230,93,51
8/1/12,West,Mint,Herbal Tea,224,100,62
12/1/12,Central,Caffe Mocha,Espresso,304,113,60
1/1/12,East,Lemon,Herbal Tea,82,-10,48
1/1/12,Central,Decaf Irish Cream,Coffee,127,70,27
1/1/13,Central,Chamomile,Herbal Tea,142,25,39
8/1/12,East,Caffe Mocha,Espresso,329,103,66
2/1/12,South,Chamomile,Herbal Tea,110,22,40
12/1/12,West,Darjeeling,Tea,225,45,47
5/1/12,West,Chamomile,Herbal Tea,481,127,130
5/1/13,South,Decaf Irish Cream,Coffee,139,42,25
2/1/12,Central,Chamomile,Herbal Tea,249,155,36
2/1/12,Central,Amaretto,Coffee,122,27,40
5/1/12,South,Decaf Irish Cream,Coffee,111,29,35
8/1/13,Central,Lemon,Herbal Tea,91,34,22
8/1/12,South,Chamomile,Herbal Tea,60,-2,16
10/1/13,Central,Lemon,Herbal Tea,339,175,102
8/1/12,Central,Chamomile,Herbal Tea,372,118,83
11/1/12,East,Decaf Espresso,Espresso,77,12,38
1/1/12,West,Caffe Mocha,Espresso,77,14,36
2/1/12,West,Decaf Irish Cream,Coffee,207,6,104
8/1/12,Central,Decaf Irish Cream,Coffee,73,12,22
7/1/12,West,Decaf Irish Cream,Coffee,142,18,58
2/1/13,East,Darjeeling,Tea,92,55,27
1/1/13,East,Decaf Irish Cream,Coffee,462,143,124
2/1/12,Central,Darjeeling,Tea,243,97,33
2/1/12,Central,Lemon,Herbal Tea,126,3,42
4/1/12,Central,Decaf Irish Cream,Coffee,164,43,52
10/1/12,East,Decaf Irish Cream,Coffee,189,72,47
5/1/12,Central,Decaf Irish Cream,Coffee,117,-1,42
2/1/12,Central,Mint,Herbal Tea,117,-17,29
4/1/12,East,Caffe Mocha,Espresso,95,-17,82
8/1/13,West,Decaf Irish Cream,Coffee,103,21,42
9/1/12,West,Decaf Irish Cream,Coffee,83,-6,39
12/1/12,Central,Decaf Irish Cream,Coffee,87,0,32
5/1/13,Central,Decaf Irish Cream,Coffee,140,41,41
4/1/12,Central,Decaf Irish Cream,Coffee,163,35,50
2/1/12,West,Lemon,Herbal Tea,236,36,87
1/1/12,East,Darjeeling,Tea,136,35,24
4/1/13,Central,Lemon,Herbal Tea,108,50,35
9/1/13,Central,Decaf Irish Cream,Coffee,138,81,43
11/1/13,South,Lemon,Herbal Tea,85,-14,44
5/1/13,Central,Decaf Irish Cream,Coffee,76,29,18
10/1/12,West,Mint,Herbal Tea,212,115,43
12/1/12,West,Caffe Mocha,Espresso,74,-4,17
5/1/13,West,Lemon,Herbal Tea,168,45,49
10/1/12,West,Decaf Irish Cream,Coffee,182,42,65
8/1/12,Central,Decaf Espresso,Espresso,322,162,66
10/1/12,Central,Decaf Irish Cream,Coffee,205,58,61
11/1/12,East,Darjeeling,Tea,85,19,20
1/1/12,Central,Decaf Irish Cream,Coffee,177,108,37
8/1/12,South,Decaf Irish Cream,Coffee,505,146,60
11/1/12,East,Darjeeling,Tea,81,16,20
12/1/12,East,Mint,Herbal Tea,90,-6,43
2/1/12,East,Darjeeling,Tea,60,11,19
8/1/13,East,Darjeeling,Tea,65,3,19
1/1/12,South,Decaf Irish Cream,Coffee,115,-4,24
3/1/12,South,Decaf Irish Cream,Coffee,216,19,53
5/1/13,West,Chamomile,Herbal Tea,629,184,118
2/1/12,West,Darjeeling,Tea,290,183,105
2/1/12,East,Darjeeling,Tea,58,19,20
6/1/13,Central,Caffe Mocha,Espresso,89,32,20
10/1/13,Central,Darjeeling,Tea,251,107,39
1/1/12,East,Mint,Herbal Tea,134,37,45
5/1/12,West,Darjeeling,Tea,203,126,37
7/1/13,East,Darjeeling,Tea,63,38,35
1/1/12,Central,Decaf Irish Cream,Coffee,155,79,38
6/1/13,West,Chamomile,Herbal Tea,487,142,89
9/1/13,West,Caffe Latte,Espresso,130,45,29
5/1/12,East,Darjeeling,Tea,100,34,36
2/1/13,South,Caffe Mocha,Espresso,234,92,38
