"Region","Year","Number_of_Vehicles","Vehicle_Type"
"Västmanlands län","2015",31515,"trailers"
"Västmanlands län","2016",32626,"trailers"
"Västmanlands län","2017",33591,"trailers"
"Västmanlands län","2018",34198,"trailers"
"Västmanlands län","2019",34811,"trailers"
"Västmanlands län","2020",35667,"trailers"
"Västmanlands län","2021",36731,"trailers"
"Västmanlands län","2022",37281,"trailers"
"Dalarnas län","2002",143096,"passenger cars"
"Dalarnas län","2003",144231,"passenger cars"
"Dalarnas län","2004",144821,"passenger cars"
"Dalarnas län","2005",145704,"passenger cars"
"Dalarnas län","2006",146591,"passenger cars"
"Dalarnas län","2007",148112,"passenger cars"
"Dalarnas län","2008",148631,"passenger cars"
"Dalarnas län","2009",149362,"passenger cars"
"Dalarnas län","2010",150271,"passenger cars"
"Dalarnas län","2011",152033,"passenger cars"
"Dalarnas län","2012",153928,"passenger cars"
"Dalarnas län","2013",155620,"passenger cars"
"Dalarnas län","2014",159123,"passenger cars"
"Dalarnas län","2015",161059,"passenger cars"
"Dalarnas län","2016",164064,"passenger cars"
"Dalarnas län","2017",166007,"passenger cars"
"Dalarnas län","2018",166632,"passenger cars"
"Dalarnas län","2019",166643,"passenger cars"
"Dalarnas län","2020",167990,"passenger cars"
"Dalarnas län","2021",168419,"passenger cars"
"Dalarnas län","2022",168186,"passenger cars"
"Dalarnas län","2002",12972,"light lorries"
"Dalarnas län","2003",13634,"light lorries"
"Dalarnas län","2004",14279,"light lorries"
"Dalarnas län","2005",14975,"light lorries"
"Dalarnas län","2006",15461,"light lorries"
"Dalarnas län","2007",16098,"light lorries"
"Dalarnas län","2008",16024,"light lorries"
"Dalarnas län","2009",16339,"light lorries"
"Dalarnas län","2010",16705,"light lorries"
"Dalarnas län","2011",17319,"light lorries"
"Dalarnas län","2012",17762,"light lorries"
"Dalarnas län","2013",18022,"light lorries"
"Dalarnas län","2014",18610,"light lorries"
"Dalarnas län","2015",18932,"light lorries"
"Dalarnas län","2016",19535,"light lorries"
"Dalarnas län","2017",20144,"light lorries"
"Dalarnas län","2018",20673,"light lorries"
"Dalarnas län","2019",21066,"light lorries"
"Dalarnas län","2020",21303,"light lorries"
"Dalarnas län","2021",21631,"light lorries"
"Dalarnas län","2022",21630,"light lorries"
"Dalarnas län","2002",2828,"heavy lorries"
"Dalarnas län","2003",2788,"heavy lorries"
"Dalarnas län","2004",2794,"heavy lorries"
"Dalarnas län","2005",2857,"heavy lorries"
"Dalarnas län","2006",3026,"heavy lorries"
"Dalarnas län","2007",3033,"heavy lorries"
"Dalarnas län","2008",2918,"heavy lorries"
"Dalarnas län","2009",2962,"heavy lorries"
"Dalarnas län","2010",2956,"heavy lorries"
"Dalarnas län","2011",3044,"heavy lorries"
"Dalarnas län","2012",3005,"heavy lorries"
"Dalarnas län","2013",2986,"heavy lorries"
"Dalarnas län","2014",2987,"heavy lorries"
"Dalarnas län","2015",3000,"heavy lorries"
"Dalarnas län","2016",3029,"heavy lorries"
"Dalarnas län","2017",3089,"heavy lorries"
"Dalarnas län","2018",3164,"heavy lorries"
"Dalarnas län","2019",3144,"heavy lorries"
"Dalarnas län","2020",3166,"heavy lorries"
"Dalarnas län","2021",3146,"heavy lorries"
"Dalarnas län","2022",3207,"heavy lorries"
"Dalarnas län","2002",135,"towing vehicles"
"Dalarnas län","2003",149,"towing vehicles"
"Dalarnas län","2004",145,"towing vehicles"
"Dalarnas län","2005",146,"towing vehicles"
"Dalarnas län","2006",172,"towing vehicles"
"Dalarnas län","2007",187,"towing vehicles"
"Dalarnas län","2008",179,"towing vehicles"
"Dalarnas län","2009",168,"towing vehicles"
"Dalarnas län","2010",177,"towing vehicles"
"Dalarnas län","2011",190,"towing vehicles"
"Dalarnas län","2012",187,"towing vehicles"
"Dalarnas län","2013",194,"towing vehicles"
"Dalarnas län","2014",197,"towing vehicles"
"Dalarnas län","2015",200,"towing vehicles"
"Dalarnas län","2016",211,"towing vehicles"
"Dalarnas län","2017",229,"towing vehicles"
"Dalarnas län","2018",244,"towing vehicles"
"Dalarnas län","2019",249,"towing vehicles"
"Dalarnas län","2020",233,"towing vehicles"
"Dalarnas län","2021",222,"towing vehicles"
"Dalarnas län","2022",220,"towing vehicles"
"Dalarnas län","2002",476,"buses"
"Dalarnas län","2003",465,"buses"
"Dalarnas län","2004",465,"buses"
"Dalarnas län","2005",459,"buses"
"Dalarnas län","2006",462,"buses"
"Dalarnas län","2007",460,"buses"
"Dalarnas län","2008",441,"buses"
"Dalarnas län","2009",436,"buses"
"Dalarnas län","2010",444,"buses"
"Dalarnas län","2011",433,"buses"
"Dalarnas län","2012",450,"buses"
"Dalarnas län","2013",465,"buses"
"Dalarnas län","2014",414,"buses"
"Dalarnas län","2015",437,"buses"
"Dalarnas län","2016",419,"buses"
"Dalarnas län","2017",436,"buses"
"Dalarnas län","2018",439,"buses"
"Dalarnas län","2019",413,"buses"
"Dalarnas län","2020",370,"buses"
"Dalarnas län","2021",351,"buses"
"Dalarnas län","2022",430,"buses"
"Dalarnas län","2002",6420,"motorcycles"
"Dalarnas län","2003",7142,"motorcycles"
"Dalarnas län","2004",7916,"motorcycles"
"Dalarnas län","2005",8972,"motorcycles"
"Dalarnas län","2006",9933,"motorcycles"
"Dalarnas län","2007",10589,"motorcycles"
"Dalarnas län","2008",11129,"motorcycles"
"Dalarnas län","2009",11519,"motorcycles"
"Dalarnas län","2010",11448,"motorcycles"
"Dalarnas län","2011",11355,"motorcycles"
"Dalarnas län","2012",11429,"motorcycles"
"Dalarnas län","2013",11341,"motorcycles"
"Dalarnas län","2014",11349,"motorcycles"
"Dalarnas län","2015",11292,"motorcycles"
"Dalarnas län","2016",11387,"motorcycles"
"Dalarnas län","2017",11457,"motorcycles"
"Dalarnas län","2018",11581,"motorcycles"
"Dalarnas län","2019",11653,"motorcycles"
"Dalarnas län","2020",12007,"motorcycles"
"Dalarnas län","2021",12170,"motorcycles"
"Dalarnas län","2022",12178,"motorcycles"
"Dalarnas län","2002",491,"mopeds class 1"
"Dalarnas län","2003",692,"mopeds class 1"
"Dalarnas län","2004",1084,"mopeds class 1"
"Dalarnas län","2005",1797,"mopeds class 1"
"Dalarnas län","2006",2320,"mopeds class 1"
"Dalarnas län","2007",2638,"mopeds class 1"
"Dalarnas län","2008",2841,"mopeds class 1"
"Dalarnas län","2009",2825,"mopeds class 1"
"Dalarnas län","2010",2464,"mopeds class 1"
"Dalarnas län","2011",2278,"mopeds class 1"
"Dalarnas län","2012",2313,"mopeds class 1"
"Dalarnas län","2013",2321,"mopeds class 1"
"Dalarnas län","2014",2324,"mopeds class 1"
"Dalarnas län","2015",2346,"mopeds class 1"
"Dalarnas län","2016",2476,"mopeds class 1"
"Dalarnas län","2017",2649,"mopeds class 1"
"Dalarnas län","2018",2805,"mopeds class 1"
"Dalarnas län","2019",2879,"mopeds class 1"
"Dalarnas län","2020",3212,"mopeds class 1"
"Dalarnas län","2021",3028,"mopeds class 1"
"Dalarnas län","2022",3007,"mopeds class 1"
"Dalarnas län","2002",15138,"tractors"
"Dalarnas län","2003",15142,"tractors"
"Dalarnas län","2004",15144,"tractors"
"Dalarnas län","2005",15023,"tractors"
"Dalarnas län","2006",14987,"tractors"
"Dalarnas län","2007",14821,"tractors"
"Dalarnas län","2008",14721,"tractors"
"Dalarnas län","2009",14663,"tractors"
"Dalarnas län","2010",14690,"tractors"
"Dalarnas län","2011",14728,"tractors"
"Dalarnas län","2012",14855,"tractors"
"Dalarnas län","2013",14860,"tractors"
"Dalarnas län","2014",14939,"tractors"
"Dalarnas län","2015",15089,"tractors"
"Dalarnas län","2016",15350,"tractors"
"Dalarnas län","2017",15795,"tractors"
"Dalarnas län","2018",16284,"tractors"
"Dalarnas län","2019",17076,"tractors"
"Dalarnas län","2020",18017,"tractors"
"Dalarnas län","2021",19119,"tractors"
"Dalarnas län","2022",19974,"tractors"
"Dalarnas län","2002",0,"snowmobiles"
"Dalarnas län","2003",0,"snowmobiles"
"Dalarnas län","2004",0,"snowmobiles"
"Dalarnas län","2005",0,"snowmobiles"
"Dalarnas län","2006",0,"snowmobiles"
"Dalarnas län","2007",0,"snowmobiles"
"Dalarnas län","2008",0,"snowmobiles"
"Dalarnas län","2009",12894,"snowmobiles"
"Dalarnas län","2010",13528,"snowmobiles"
"Dalarnas län","2011",14029,"snowmobiles"
"Dalarnas län","2012",14565,"snowmobiles"
"Dalarnas län","2013",14812,"snowmobiles"
"Dalarnas län","2014",14952,"snowmobiles"
"Dalarnas län","2015",15336,"snowmobiles"
"Dalarnas län","2016",15638,"snowmobiles"
"Dalarnas län","2017",16167,"snowmobiles"
"Dalarnas län","2018",16997,"snowmobiles"
"Dalarnas län","2019",17763,"snowmobiles"
"Dalarnas län","2020",17771,"snowmobiles"
"Dalarnas län","2021",18346,"snowmobiles"
"Dalarnas län","2022",18742,"snowmobiles"
"Dalarnas län","2002",0,"all-terrain vehicles"
"Dalarnas län","2003",0,"all-terrain vehicles"
"Dalarnas län","2004",0,"all-terrain vehicles"
"Dalarnas län","2005",0,"all-terrain vehicles"
"Dalarnas län","2006",0,"all-terrain vehicles"
"Dalarnas län","2007",0,"all-terrain vehicles"
"Dalarnas län","2008",0,"all-terrain vehicles"
"Dalarnas län","2009",5044,"all-terrain vehicles"
"Dalarnas län","2010",5513,"all-terrain vehicles"
"Dalarnas län","2011",5975,"all-terrain vehicles"
"Dalarnas län","2012",6519,"all-terrain vehicles"
"Dalarnas län","2013",7017,"all-terrain vehicles"
"Dalarnas län","2014",7464,"all-terrain vehicles"
"Dalarnas län","2015",7956,"all-terrain vehicles"
"Dalarnas län","2016",8393,"all-terrain vehicles"
"Dalarnas län","2017",8664,"all-terrain vehicles"
"Dalarnas län","2018",8843,"all-terrain vehicles"
"Dalarnas län","2019",9031,"all-terrain vehicles"
"Dalarnas län","2020",9129,"all-terrain vehicles"
"Dalarnas län","2021",9207,"all-terrain vehicles"
"Dalarnas län","2022",9273,"all-terrain vehicles"
"Dalarnas län","2002",15210,"cross-country scooters"
"Dalarnas län","2003",14665,"cross-country scooters"
"Dalarnas län","2004",15385,"cross-country scooters"
"Dalarnas län","2005",16052,"cross-country scooters"
"Dalarnas län","2006",16555,"cross-country scooters"
"Dalarnas län","2007",17364,"cross-country scooters"
"Dalarnas län","2008",17855,"cross-country scooters"
"Dalarnas län","2009",662,"cross-country scooters"
"Dalarnas län","2010",659,"cross-country scooters"
"Dalarnas län","2011",625,"cross-country scooters"
"Dalarnas län","2012",610,"cross-country scooters"
"Dalarnas län","2013",571,"cross-country scooters"
"Dalarnas län","2014",557,"cross-country scooters"
"Dalarnas län","2015",533,"cross-country scooters"
"Dalarnas län","2016",505,"cross-country scooters"
"Dalarnas län","2017",490,"cross-country scooters"
"Dalarnas län","2018",485,"cross-country scooters"
"Dalarnas län","2019",468,"cross-country scooters"
"Dalarnas län","2020",437,"cross-country scooters"
"Dalarnas län","2021",432,"cross-country scooters"
"Dalarnas län","2022",428,"cross-country scooters"
"Dalarnas län","2002",40637,"trailers"
"Dalarnas län","2003",41378,"trailers"
"Dalarnas län","2004",42491,"trailers"
"Dalarnas län","2005",43886,"trailers"
"Dalarnas län","2006",45206,"trailers"
"Dalarnas län","2007",46854,"trailers"
"Dalarnas län","2008",48112,"trailers"
"Dalarnas län","2009",49455,"trailers"
"Dalarnas län","2010",50250,"trailers"
"Dalarnas län","2011",51419,"trailers"
"Dalarnas län","2012",52425,"trailers"
"Dalarnas län","2013",53475,"trailers"
"Dalarnas län","2014",55022,"trailers"
"Dalarnas län","2015",56642,"trailers"
"Dalarnas län","2016",58170,"trailers"
"Dalarnas län","2017",59795,"trailers"
"Dalarnas län","2018",60928,"trailers"
"Dalarnas län","2019",62133,"trailers"
"Dalarnas län","2020",64183,"trailers"
"Dalarnas län","2021",66417,"trailers"
"Dalarnas län","2022",67643,"trailers"
"Gävleborgs län","2002",134632,"passenger cars"
"Gävleborgs län","2003",135352,"passenger cars"
"Gävleborgs län","2004",136321,"passenger cars"
"Gävleborgs län","2005",137247,"passenger cars"
"Gävleborgs län","2006",138064,"passenger cars"
"Gävleborgs län","2007",139430,"passenger cars"
"Gävleborgs län","2008",139659,"passenger cars"
"Gävleborgs län","2009",139922,"passenger cars"
"Gävleborgs län","2010",139992,"passenger cars"
"Gävleborgs län","2011",140958,"passenger cars"
"Gävleborgs län","2012",141715,"passenger cars"
"Gävleborgs län","2013",143108,"passenger cars"
"Gävleborgs län","2014",145429,"passenger cars"
"Gävleborgs län","2015",147370,"passenger cars"
"Gävleborgs län","2016",150197,"passenger cars"
"Gävleborgs län","2017",152271,"passenger cars"
"Gävleborgs län","2018",152579,"passenger cars"
"Gävleborgs län","2019",152267,"passenger cars"
"Gävleborgs län","2020",153171,"passenger cars"
"Gävleborgs län","2021",153554,"passenger cars"
"Gävleborgs län","2022",153013,"passenger cars"
"Gävleborgs län","2002",11401,"light lorries"
"Gävleborgs län","2003",11886,"light lorries"
"Gävleborgs län","2004",12493,"light lorries"
"Gävleborgs län","2005",13055,"light lorries"
"Gävleborgs län","2006",13541,"light lorries"
"Gävleborgs län","2007",14456,"light lorries"
"Gävleborgs län","2008",14838,"light lorries"
"Gävleborgs län","2009",15094,"light lorries"
"Gävleborgs län","2010",15458,"light lorries"
"Gävleborgs län","2011",16032,"light lorries"
"Gävleborgs län","2012",15943,"light lorries"
"Gävleborgs län","2013",16378,"light lorries"
"Gävleborgs län","2014",16770,"light lorries"
"Gävleborgs län","2015",17155,"light lorries"
"Gävleborgs län","2016",17711,"light lorries"
"Gävleborgs län","2017",18455,"light lorries"
"Gävleborgs län","2018",18864,"light lorries"
"Gävleborgs län","2019",19332,"light lorries"
"Gävleborgs län","2020",19752,"light lorries"
"Gävleborgs län","2021",19970,"light lorries"
"Gävleborgs län","2022",19976,"light lorries"
"Gävleborgs län","2002",2380,"heavy lorries"
"Gävleborgs län","2003",2332,"heavy lorries"
"Gävleborgs län","2004",2367,"heavy lorries"
"Gävleborgs län","2005",2408,"heavy lorries"
"Gävleborgs län","2006",2480,"heavy lorries"
"Gävleborgs län","2007",2542,"heavy lorries"
"Gävleborgs län","2008",2568,"heavy lorries"
"Gävleborgs län","2009",2553,"heavy lorries"
"Gävleborgs län","2010",2628,"heavy lorries"
"Gävleborgs län","2011",2665,"heavy lorries"
"Gävleborgs län","2012",2649,"heavy lorries"
"Gävleborgs län","2013",2631,"heavy lorries"
"Gävleborgs län","2014",2685,"heavy lorries"
"Gävleborgs län","2015",2740,"heavy lorries"
"Gävleborgs län","2016",2780,"heavy lorries"
"Gävleborgs län","2017",2800,"heavy lorries"
"Gävleborgs län","2018",2833,"heavy lorries"
"Gävleborgs län","2019",2782,"heavy lorries"
"Gävleborgs län","2020",2837,"heavy lorries"
"Gävleborgs län","2021",2870,"heavy lorries"
"Gävleborgs län","2022",2844,"heavy lorries"
"Gävleborgs län","2002",141,"towing vehicles"
"Gävleborgs län","2003",150,"towing vehicles"
"Gävleborgs län","2004",134,"towing vehicles"
"Gävleborgs län","2005",143,"towing vehicles"
"Gävleborgs län","2006",162,"towing vehicles"
"Gävleborgs län","2007",175,"towing vehicles"
"Gävleborgs län","2008",188,"towing vehicles"
"Gävleborgs län","2009",187,"towing vehicles"
"Gävleborgs län","2010",213,"towing vehicles"
"Gävleborgs län","2011",221,"towing vehicles"
"Gävleborgs län","2012",235,"towing vehicles"
"Gävleborgs län","2013",240,"towing vehicles"
"Gävleborgs län","2014",232,"towing vehicles"
"Gävleborgs län","2015",238,"towing vehicles"
"Gävleborgs län","2016",240,"towing vehicles"
"Gävleborgs län","2017",234,"towing vehicles"
"Gävleborgs län","2018",231,"towing vehicles"
"Gävleborgs län","2019",228,"towing vehicles"
"Gävleborgs län","2020",215,"towing vehicles"
"Gävleborgs län","2021",219,"towing vehicles"
"Gävleborgs län","2022",215,"towing vehicles"
"Gävleborgs län","2002",455,"buses"
"Gävleborgs län","2003",389,"buses"
"Gävleborgs län","2004",384,"buses"
"Gävleborgs län","2005",371,"buses"
"Gävleborgs län","2006",367,"buses"
"Gävleborgs län","2007",359,"buses"
"Gävleborgs län","2008",350,"buses"
"Gävleborgs län","2009",279,"buses"
"Gävleborgs län","2010",239,"buses"
"Gävleborgs län","2011",224,"buses"
"Gävleborgs län","2012",292,"buses"
"Gävleborgs län","2013",337,"buses"
"Gävleborgs län","2014",367,"buses"
"Gävleborgs län","2015",379,"buses"
"Gävleborgs län","2016",386,"buses"
"Gävleborgs län","2017",370,"buses"
"Gävleborgs län","2018",386,"buses"
"Gävleborgs län","2019",292,"buses"
"Gävleborgs län","2020",261,"buses"
"Gävleborgs län","2021",182,"buses"
"Gävleborgs län","2022",182,"buses"
"Gävleborgs län","2002",6053,"motorcycles"
"Gävleborgs län","2003",6526,"motorcycles"
"Gävleborgs län","2004",7283,"motorcycles"
"Gävleborgs län","2005",8086,"motorcycles"
"Gävleborgs län","2006",8878,"motorcycles"
"Gävleborgs län","2007",9622,"motorcycles"
"Gävleborgs län","2008",10190,"motorcycles"
"Gävleborgs län","2009",10402,"motorcycles"
"Gävleborgs län","2010",10508,"motorcycles"
"Gävleborgs län","2011",10705,"motorcycles"
"Gävleborgs län","2012",10894,"motorcycles"
"Gävleborgs län","2013",10954,"motorcycles"
"Gävleborgs län","2014",11093,"motorcycles"
"Gävleborgs län","2015",11202,"motorcycles"
"Gävleborgs län","2016",11517,"motorcycles"
"Gävleborgs län","2017",11407,"motorcycles"
"Gävleborgs län","2018",11401,"motorcycles"
"Gävleborgs län","2019",11399,"motorcycles"
"Gävleborgs län","2020",11389,"motorcycles"
"Gävleborgs län","2021",11295,"motorcycles"
"Gävleborgs län","2022",11318,"motorcycles"
"Gävleborgs län","2002",466,"mopeds class 1"
"Gävleborgs län","2003",739,"mopeds class 1"
"Gävleborgs län","2004",1484,"mopeds class 1"
"Gävleborgs län","2005",2219,"mopeds class 1"
"Gävleborgs län","2006",2861,"mopeds class 1"
"Gävleborgs län","2007",3215,"mopeds class 1"
"Gävleborgs län","2008",3419,"mopeds class 1"
"Gävleborgs län","2009",3259,"mopeds class 1"
"Gävleborgs län","2010",2842,"mopeds class 1"
"Gävleborgs län","2011",2720,"mopeds class 1"
"Gävleborgs län","2012",2639,"mopeds class 1"
"Gävleborgs län","2013",2628,"mopeds class 1"
"Gävleborgs län","2014",2643,"mopeds class 1"
"Gävleborgs län","2015",2670,"mopeds class 1"
"Gävleborgs län","2016",2759,"mopeds class 1"
"Gävleborgs län","2017",3000,"mopeds class 1"
"Gävleborgs län","2018",3210,"mopeds class 1"
"Gävleborgs län","2019",3356,"mopeds class 1"
"Gävleborgs län","2020",3528,"mopeds class 1"
"Gävleborgs län","2021",3380,"mopeds class 1"
"Gävleborgs län","2022",3501,"mopeds class 1"
"Gävleborgs län","2002",13110,"tractors"
"Gävleborgs län","2003",13176,"tractors"
"Gävleborgs län","2004",13150,"tractors"
"Gävleborgs län","2005",13056,"tractors"
"Gävleborgs län","2006",13011,"tractors"
"Gävleborgs län","2007",12880,"tractors"
"Gävleborgs län","2008",12743,"tractors"
"Gävleborgs län","2009",12666,"tractors"
"Gävleborgs län","2010",12680,"tractors"
"Gävleborgs län","2011",12765,"tractors"
"Gävleborgs län","2012",12772,"tractors"
"Gävleborgs län","2013",12787,"tractors"
"Gävleborgs län","2014",12787,"tractors"
"Gävleborgs län","2015",12947,"tractors"
"Gävleborgs län","2016",13159,"tractors"
"Gävleborgs län","2017",13685,"tractors"
"Gävleborgs län","2018",14060,"tractors"
"Gävleborgs län","2019",14726,"tractors"
"Gävleborgs län","2020",15594,"tractors"
"Gävleborgs län","2021",16780,"tractors"
"Gävleborgs län","2022",17538,"tractors"
"Gävleborgs län","2002",0,"snowmobiles"
"Gävleborgs län","2003",0,"snowmobiles"
"Gävleborgs län","2004",0,"snowmobiles"
"Gävleborgs län","2005",0,"snowmobiles"
"Gävleborgs län","2006",0,"snowmobiles"
"Gävleborgs län","2007",0,"snowmobiles"
"Gävleborgs län","2008",0,"snowmobiles"
"Gävleborgs län","2009",9878,"snowmobiles"
"Gävleborgs län","2010",10583,"snowmobiles"
"Gävleborgs län","2011",10861,"snowmobiles"
"Gävleborgs län","2012",11455,"snowmobiles"
"Gävleborgs län","2013",12160,"snowmobiles"
"Gävleborgs län","2014",12223,"snowmobiles"
"Gävleborgs län","2015",12758,"snowmobiles"
"Gävleborgs län","2016",13189,"snowmobiles"
"Gävleborgs län","2017",13331,"snowmobiles"
"Gävleborgs län","2018",13770,"snowmobiles"
"Gävleborgs län","2019",14292,"snowmobiles"
"Gävleborgs län","2020",14057,"snowmobiles"
"Gävleborgs län","2021",14532,"snowmobiles"
"Gävleborgs län","2022",14692,"snowmobiles"
"Gävleborgs län","2002",0,"all-terrain vehicles"
"Gävleborgs län","2003",0,"all-terrain vehicles"
"Gävleborgs län","2004",0,"all-terrain vehicles"
"Gävleborgs län","2005",0,"all-terrain vehicles"
"Gävleborgs län","2006",0,"all-terrain vehicles"
"Gävleborgs län","2007",0,"all-terrain vehicles"
"Gävleborgs län","2008",0,"all-terrain vehicles"
"Gävleborgs län","2009",3744,"all-terrain vehicles"
"Gävleborgs län","2010",4025,"all-terrain vehicles"
"Gävleborgs län","2011",4304,"all-terrain vehicles"
"Gävleborgs län","2012",4709,"all-terrain vehicles"
"Gävleborgs län","2013",5003,"all-terrain vehicles"
"Gävleborgs län","2014",5422,"all-terrain vehicles"
"Gävleborgs län","2015",5735,"all-terrain vehicles"
"Gävleborgs län","2016",6072,"all-terrain vehicles"
"Gävleborgs län","2017",6297,"all-terrain vehicles"
"Gävleborgs län","2018",6374,"all-terrain vehicles"
"Gävleborgs län","2019",6451,"all-terrain vehicles"
"Gävleborgs län","2020",6468,"all-terrain vehicles"
"Gävleborgs län","2021",6513,"all-terrain vehicles"
"Gävleborgs län","2022",6511,"all-terrain vehicles"
"Gävleborgs län","2002",12308,"cross-country scooters"
"Gävleborgs län","2003",11667,"cross-country scooters"
"Gävleborgs län","2004",12307,"cross-country scooters"
"Gävleborgs län","2005",12972,"cross-country scooters"
"Gävleborgs län","2006",13056,"cross-country scooters"
"Gävleborgs län","2007",13355,"cross-country scooters"
"Gävleborgs län","2008",13526,"cross-country scooters"
"Gävleborgs län","2009",601,"cross-country scooters"
"Gävleborgs län","2010",597,"cross-country scooters"
"Gävleborgs län","2011",553,"cross-country scooters"
"Gävleborgs län","2012",553,"cross-country scooters"
"Gävleborgs län","2013",538,"cross-country scooters"
"Gävleborgs län","2014",490,"cross-country scooters"
"Gävleborgs län","2015",474,"cross-country scooters"
"Gävleborgs län","2016",458,"cross-country scooters"
"Gävleborgs län","2017",433,"cross-country scooters"
"Gävleborgs län","2018",410,"cross-country scooters"
"Gävleborgs län","2019",382,"cross-country scooters"
"Gävleborgs län","2020",359,"cross-country scooters"
"Gävleborgs län","2021",343,"cross-country scooters"
"Gävleborgs län","2022",338,"cross-country scooters"
"Gävleborgs län","2002",33519,"trailers"
"Gävleborgs län","2003",34230,"trailers"
"Gävleborgs län","2004",35306,"trailers"
"Gävleborgs län","2005",36535,"trailers"
"Gävleborgs län","2006",37711,"trailers"
"Gävleborgs län","2007",39253,"trailers"
"Gävleborgs län","2008",40588,"trailers"
"Gävleborgs län","2009",41495,"trailers"
"Gävleborgs län","2010",42357,"trailers"
"Gävleborgs län","2011",43111,"trailers"
"Gävleborgs län","2012",43851,"trailers"
"Gävleborgs län","2013",44646,"trailers"
"Gävleborgs län","2014",45953,"trailers"
"Gävleborgs län","2015",47283,"trailers"
"Gävleborgs län","2016",48842,"trailers"
"Gävleborgs län","2017",50499,"trailers"
"Gävleborgs län","2018",52027,"trailers"
"Gävleborgs län","2019",53138,"trailers"
"Gävleborgs län","2020",54783,"trailers"
"Gävleborgs län","2021",56508,"trailers"
"Gävleborgs län","2022",57522,"trailers"
"Västernorrlands län","2002",120783,"passenger cars"
"Västernorrlands län","2003",121448,"passenger cars"
"Västernorrlands län","2004",122376,"passenger cars"
"Västernorrlands län","2005",122990,"passenger cars"
"Västernorrlands län","2006",123611,"passenger cars"
"Västernorrlands län","2007",124620,"passenger cars"
"Västernorrlands län","2008",125020,"passenger cars"
"Västernorrlands län","2009",125764,"passenger cars"
"Västernorrlands län","2010",125833,"passenger cars"
"Västernorrlands län","2011",127125,"passenger cars"
"Västernorrlands län","2012",127458,"passenger cars"
"Västernorrlands län","2013",128558,"passenger cars"
"Västernorrlands län","2014",130710,"passenger cars"
"Västernorrlands län","2015",131940,"passenger cars"
"Västernorrlands län","2016",133497,"passenger cars"
"Västernorrlands län","2017",134469,"passenger cars"
"Västernorrlands län","2018",133952,"passenger cars"
"Västernorrlands län","2019",133247,"passenger cars"
"Västernorrlands län","2020",133826,"passenger cars"
"Västernorrlands län","2021",133726,"passenger cars"
"Västernorrlands län","2022",133366,"passenger cars"
"Västernorrlands län","2002",9463,"light lorries"
"Västernorrlands län","2003",9781,"light lorries"
"Västernorrlands län","2004",10432,"light lorries"
"Västernorrlands län","2005",10735,"light lorries"
"Västernorrlands län","2006",11094,"light lorries"
"Västernorrlands län","2007",11700,"light lorries"
"Västernorrlands län","2008",11872,"light lorries"
"Västernorrlands län","2009",12189,"light lorries"
"Västernorrlands län","2010",12341,"light lorries"
"Västernorrlands län","2011",12796,"light lorries"
"Västernorrlands län","2012",13087,"light lorries"
"Västernorrlands län","2013",13336,"light lorries"
"Västernorrlands län","2014",13881,"light lorries"
"Västernorrlands län","2015",13980,"light lorries"
"Västernorrlands län","2016",14404,"light lorries"
"Västernorrlands län","2017",14837,"light lorries"
"Västernorrlands län","2018",15392,"light lorries"
"Västernorrlands län","2019",15539,"light lorries"
"Västernorrlands län","2020",16033,"light lorries"
"Västernorrlands län","2021",16096,"light lorries"
"Västernorrlands län","2022",15972,"light lorries"
"Västernorrlands län","2002",2444,"heavy lorries"
"Västernorrlands län","2003",2435,"heavy lorries"
"Västernorrlands län","2004",2432,"heavy lorries"
"Västernorrlands län","2005",2434,"heavy lorries"
"Västernorrlands län","2006",2507,"heavy lorries"
"Västernorrlands län","2007",2528,"heavy lorries"
"Västernorrlands län","2008",2499,"heavy lorries"
"Västernorrlands län","2009",2486,"heavy lorries"
"Västernorrlands län","2010",2430,"heavy lorries"
"Västernorrlands län","2011",2508,"heavy lorries"
"Västernorrlands län","2012",2559,"heavy lorries"
"Västernorrlands län","2013",2563,"heavy lorries"
"Västernorrlands län","2014",2550,"heavy lorries"
"Västernorrlands län","2015",2480,"heavy lorries"
"Västernorrlands län","2016",2523,"heavy lorries"
"Västernorrlands län","2017",2537,"heavy lorries"
"Västernorrlands län","2018",2545,"heavy lorries"
"Västernorrlands län","2019",2552,"heavy lorries"
"Västernorrlands län","2020",2568,"heavy lorries"
"Västernorrlands län","2021",2581,"heavy lorries"
"Västernorrlands län","2022",2594,"heavy lorries"
"Västernorrlands län","2002",154,"towing vehicles"
"Västernorrlands län","2003",156,"towing vehicles"
"Västernorrlands län","2004",163,"towing vehicles"
"Västernorrlands län","2005",171,"towing vehicles"
"Västernorrlands län","2006",181,"towing vehicles"
"Västernorrlands län","2007",180,"towing vehicles"
"Västernorrlands län","2008",197,"towing vehicles"
"Västernorrlands län","2009",197,"towing vehicles"
"Västernorrlands län","2010",207,"towing vehicles"
"Västernorrlands län","2011",225,"towing vehicles"
"Västernorrlands län","2012",202,"towing vehicles"
"Västernorrlands län","2013",214,"towing vehicles"
"Västernorrlands län","2014",218,"towing vehicles"
"Västernorrlands län","2015",226,"towing vehicles"
"Västernorrlands län","2016",214,"towing vehicles"
"Västernorrlands län","2017",206,"towing vehicles"
"Västernorrlands län","2018",202,"towing vehicles"
"Västernorrlands län","2019",203,"towing vehicles"
"Västernorrlands län","2020",191,"towing vehicles"
