Ddate,Sales,Profit,Expenses
2012-02-01,186,75,48
2012-04-01,153,33,41
2013-09-01,132,56,36
2012-03-01,142,34,47
2013-07-01,61,40,16
2012-04-01,251,106,88
2013-05-01,91,20,33
2012-01-01,70,49,23
2012-08-01,83,14,20
2013-01-01,71,1,43
2012-01-01,122,1,39
2012-08-01,308,27,71
2013-08-01,70,15,25
2012-05-01,173,47,52
2012-10-01,49,18,19
2012-02-01,118,7,53
2013-01-01,465,207,85
2013-02-01,236,100,32
2012-05-01,156,31,41
2012-10-01,176,40,42
2012-12-01,179,82,65
2012-12-01,104,9,20
2013-02-01,270,46,58
2013-01-01,144,38,38
2012-02-01,113,8,60
2012-10-01,512,177,52
2013-08-01,92,36,17
2012-08-01,66,-2,52
2012-02-01,242,113,76
2012-02-01,207,54,48
2012-02-01,290,155,105
2012-02-01,185,77,41
2013-08-01,59,27,16
2012-10-01,489,200,84
2013-08-01,71,34,18
2013-05-01,132,54,40
2012-04-01,171,42,47
2012-05-01,181,88,39
2013-05-01,269,54,61
2012-08-01,211,92,70
2012-05-01,449,124,58
2012-10-01,185,41,55
2013-02-01,94,0,41
2013-08-01,68,25,17
2012-04-01,161,40,39
2013-02-01,311,130,93
2012-03-01,43,16,13
2013-11-01,186,94,76
2013-09-01,135,33,36
2013-07-01,658,241,141
2013-09-01,80,25,29
2012-01-01,73,12,33
2012-01-01,129,60,45
2012-02-01,128,59,44
2012-03-01,50,-3,15
2012-10-01,121,-4,45
2013-01-01,113,80,51
2012-10-01,54,7,18
2012-12-01,307,85,61
2013-05-01,198,69,39
2012-11-01,118,15,39
2013-10-01,304,115,38
2013-02-01,232,96,109
2013-06-01,447,140,112
2013-01-01,478,156,83
2012-12-01,303,60,75
2013-09-01,131,56,33
2012-04-01,162,36,38
2012-01-01,70,37,27
2013-09-01,228,106,36
2012-02-01,227,99,61
2012-01-01,90,5,35
2013-09-01,598,279,89
2012-01-01,74,27,21
2012-01-01,423,138,130
2013-07-01,65,19,27
2012-07-01,278,110,65
2012-11-01,391,110,85
2012-09-01,133,-2,56
2012-10-01,167,57,45
2013-04-01,178,64,34
2012-09-01,93,23,45
2012-07-01,141,38,49
2012-02-01,183,34,38
2012-08-01,80,23,41
2012-12-01,417,209,148
2013-11-01,590,216,111
2012-04-01,71,-4,26
2012-05-01,127,25,54
2012-07-01,61,39,36
2012-08-01,300,35,147
2013-09-01,152,101,33
2012-02-01,135,7,52
2013-10-01,626,138,113
2012-04-01,191,91,35
2013-08-01,62,0,19
2013-12-01,120,44,35
2012-12-01,192,37,44
2012-03-01,497,167,92
2012-01-01,140,84,28
2012-11-01,65,19,21
2012-03-01,56,-18,39
2012-10-01,41,3,17
2013-09-01,158,62,35
2012-01-01,174,88,54
2012-10-01,68,5,13
2012-02-01,110,19,41
2013-07-01,39,20,16
2013-02-01,89,14,29
2012-10-01,56,2,16
2013-08-01,60,-13,17
2013-10-01,333,172,41
2013-05-01,495,148,102
2012-11-01,218,84,59
2013-09-01,148,20,50
2012-11-01,111,39,36
2013-07-01,45,29,15
2013-09-01,84,30,38
2012-02-01,103,26,53
2012-10-01,271,92,46
2013-01-01,492,212,82
2012-01-01,230,203,106
2012-07-01,131,3,70
2013-01-01,142,54,55
2012-07-01,216,75,74
2013-10-01,607,171,123
2012-03-01,126,34,53
2013-06-01,548,170,83
2013-05-01,185,63,54
2012-09-01,153,39,32
2012-11-01,112,38,23
2013-02-01,96,21,28
2013-08-01,206,47,64
2013-08-01,540,157,147
2012-10-01,101,7,46
2013-03-01,338,280,133
2013-05-01,108,44,33
2013-08-01,60,13,15
2013-07-01,682,245,144
2012-08-01,168,68,64
2012-07-01,186,33,58
2012-07-01,285,88,67
2013-11-01,65,-2,46
2013-07-01,40,24,16
2013-06-01,150,13,47
2013-05-01,532,647,95
2012-12-01,36,-12,21
2013-05-01,203,69,49
2013-05-01,103,51,41
2013-06-01,449,184,86
2013-08-01,65,30,17
2012-08-01,261,128,43
2012-02-01,219,3,39
2012-10-01,157,29,56
2012-01-01,128,30,41
2012-01-01,98,18,22
2013-05-01,101,32,39
2013-04-01,248,163,54
2012-02-01,53,23,23
2012-07-01,298,5,78
2012-07-01,144,36,60
2013-04-01,139,-16,66
2013-05-01,58,27,16
2012-10-01,191,95,54
2012-01-01,133,4,44
2012-07-01,118,64,26
2013-09-01,107,37,40
2013-12-01,586,340,147
2012-10-01,89,14,41
2012-04-01,109,29,38
2012-12-01,104,35,24
2012-10-01,61,32,21
2012-08-01,543,186,97
2013-03-01,228,68,40
2013-02-01,282,100,40
2012-05-01,254,106,46
2013-04-01,150,66,35
2013-09-01,89,33,37
2012-10-01,85,8,51
2012-11-01,82,9,43
2013-06-01,602,249,119
2013-05-01,65,35,21
2013-05-01,95,41,17
2012-02-01,189,84,33
2012-01-01,222,42,53
2013-06-01,121,38,35
2012-08-01,93,26,19
2012-12-01,150,34,42
2013-01-01,204,78,90
2012-08-01,244,41,65
2012-12-01,258,109,67
2013-06-01,471,193,88
2012-01-01,91,34,21
2013-04-01,589,687,124
2012-02-01,161,45,38
2012-12-01,143,-4,65
2012-04-01,124,46,31
2012-04-01,117,-6,54
2012-07-01,244,93,64
2012-02-01,214,6,108
2013-01-01,151,51,56
2012-12-01,474,122,97
2013-05-01,91,56,21
2012-12-01,121,16,42
2012-04-01,188,52,49
2012-08-01,262,76,66
2013-08-01,79,33,19
2013-05-01,43,27,18
2012-08-01,76,-7,38
2012-04-01,152,27,56
2012-02-01,204,56,58
2013-05-01,88,49,16
2013-11-01,71,16,25
2013-05-01,59,29,17
2012-05-01,189,49,46
2012-02-01,203,84,55
2013-05-01,314,126,37
2012-11-01,62,16,30
2013-05-01,312,112,41
2012-10-01,101,30,24
2013-10-01,582,184,112
2012-02-01,189,50,51
2012-08-01,320,55,155
2012-02-01,223,25,65
2013-02-01,145,63,44
2012-07-01,133,67,43
2012-08-01,153,65,73
2012-02-01,269,-5,102
2012-03-01,37,0,33
2013-08-01,515,173,115
2012-08-01,442,122,95
2012-10-01,64,-3,43
2012-03-01,104,22,39
2012-08-01,375,186,143
2013-08-01,631,268,121
2012-01-01,174,26,42
2012-10-01,58,18,21
2012-08-01,83,3,18
2012-09-01,91,10,46
2013-06-01,309,161,52
2012-12-01,51,-4,39
2012-07-01,218,10,135
2012-01-01,85,21,23
2012-08-01,73,14,15
2012-05-01,132,33,52
2012-02-01,133,5,52
2013-08-01,67,34,21
2012-12-01,118,23,39
2012-07-01,176,27,53
2012-04-01,164,33,50
2013-05-01,60,-19,46
2012-10-01,223,118,62
2012-03-01,112,40,30
2013-05-01,57,41,22
2013-08-01,71,21,14
2012-12-01,122,21,24
2012-10-01,55,-2,40
2012-01-01,189,86,107
2013-02-01,169,50,87
2013-08-01,70,30,20
2013-01-01,250,105,56
2012-01-01,131,35,40
2013-09-01,234,121,49
2013-11-01,69,-2,48
2013-04-01,168,55,46
2012-01-01,93,28,22
2012-02-01,297,121,103
2012-10-01,148,57,38
2012-10-01,170,11,61
2012-02-01,272,88,37
2012-01-01,76,17,24
2012-08-01,68,9,20
2012-08-01,415,172,151
2012-12-01,260,80,69
2012-08-01,148,27,50
2012-07-01,147,32,60
2012-07-01,285,87,62
2013-03-01,639,368,41
2012-12-01,63,19,17
2012-04-01,175,24,48
2012-10-01,121,57,40
2012-08-01,293,120,158
2013-08-01,217,70,64
2013-02-01,86,38,35
2012-12-01,86,11,19
2012-03-01,178,35,42
2012-08-01,85,24,21
2012-03-01,97,2,40
2013-01-01,361,214,105
2012-12-01,477,218,53
2013-05-01,89,12,36
2012-12-01,73,15,38
2013-05-01,93,47,27
2013-03-01,150,68,42
2012-01-01,154,36,97
2013-03-01,329,379,108
2013-09-01,143,50,47
2012-06-01,114,3,53
2012-10-01,180,58,53
2012-08-01,88,21,21
2013-05-01,69,43,16
2013-05-01,126,39,44
2012-01-01,115,8,40
2012-09-01,112,-301,142
2012-09-01,163,36,49
2012-08-01,319,119,148
2012-03-01,190,33,61
2013-08-01,261,140,95
2013-08-01,157,45,62
2012-02-01,186,78,36
2012-02-01,181,38,48
2012-10-01,519,488,126
2012-07-01,56,7,16
2013-09-01,91,19,33
2013-08-01,54,24,14
2013-12-01,136,43,33
2012-11-01,76,19,23
2013-09-01,115,42,38
2013-02-01,107,3,17
2012-02-01,103,28,47
2012-11-01,69,16,21
2013-05-01,105,49,42
2013-10-01,116,49,47
2012-12-01,166,36,46
2012-12-01,110,-7,48
2012-05-01,262,96,58
2012-11-01,104,17,45
2012-12-01,128,45,42
2012-01-01,127,71,44
2013-08-01,63,22,22
2013-01-01,142,58,46
2012-10-01,210,99,55
2012-12-01,520,204,98
2012-12-01,143,51,44
2012-04-01,191,40,41
2012-02-01,290,148,97
2012-01-01,82,36,24
2013-02-01,189,108,45
2013-08-01,68,23,18
2013-08-01,74,31,25
2013-07-01,244,137,39
2013-05-01,51,26,22
2013-05-01,179,59,42
2012-12-01,108,0,65
2012-05-01,430,181,88
2012-08-01,209,102,42
2012-06-01,204,81,67
2013-09-01,246,134,43
2012-01-01,128,13,57
2012-08-01,66,14,18
2012-12-01,115,-6,48
2012-11-01,73,24,21
2013-07-01,140,-14,45
2013-11-01,322,175,72
2013-09-01,76,32,18
2012-05-01,145,45,45
2012-05-01,110,17,22
2012-10-01,44,14,16
2013-09-01,64,-181,115
2013-05-01,58,26,19
2012-02-01,113,29,22
2013-08-01,82,32,23
2012-10-01,167,77,43
2013-10-01,246,123,43
2013-02-01,65,-1,19
2012-02-01,334,163,107
2012-10-01,197,119,57
2012-10-01,184,78,56
2013-02-01,137,41,39
2012-07-01,230,123,47
2012-02-01,107,-6,67
2012-12-01,118,21,47
2012-10-01,278,83,63
2012-04-01,125,5,63
2012-07-01,271,133,66
2012-11-01,419,124,64
2012-12-01,561,133,64
2013-11-01,75,46,43
2013-01-01,139,31,26
2012-01-01,76,22,21
2013-04-01,142,-29,125
2012-02-01,108,12,23
2012-11-01,469,132,102
2013-10-01,319,123,135
2013-08-01,94,33,25
2012-01-01,143,58,36
2012-10-01,122,24,45
2013-06-01,125,37,50
2012-03-01,158,-17,55
2012-04-01,133,20,50
2012-08-01,331,103,63
2012-12-01,124,23,37
2013-01-01,172,57,54
2013-04-01,186,78,39
2012-02-01,126,26,25
2013-05-01,188,42,140
2012-01-01,194,81,47
2013-01-01,124,20,38
2013-10-01,305,163,101
2012-10-01,115,73,42
2013-03-01,87,47,21
2012-10-01,276,98,65
2012-05-01,276,139,54
2012-03-01,179,45,40
2013-05-01,291,156,32
2013-03-01,127,38,21
2013-06-01,553,250,128
2013-03-01,130,-23,46
2012-12-01,514,241,92
2013-02-01,91,1,48
2013-05-01,622,339,135
2012-02-01,181,87,43
2013-02-01,146,59,45
2013-08-01,61,20,16
2012-02-01,227,108,50
2013-04-01,147,59,35
2012-05-01,219,19,47
2012-02-01,196,86,36
2013-03-01,594,224,43
2012-02-01,278,12,66
2013-01-01,215,84,40
2012-04-01,67,21,30
2013-05-01,177,113,33
2012-12-01,514,191,98
2012-12-01,119,21,37
2012-10-01,94,5,43
2013-05-01,542,227,114
2012-01-01,69,9,24
2012-02-01,94,17,23
2013-02-01,228,82,62
2013-08-01,73,31,22
2012-03-01,117,34,38
2012-07-01,72,28,42
2012-07-01,276,108,98
2012-10-01,319,116,61
2012-08-01,56,8,15
2013-11-01,68,37,23
2013-03-01,330,399,129
2013-04-01,553,329,96
2012-07-01,204,66,60
2012-02-01,213,96,88
2013-05-01,122,53,40
2013-09-01,145,27,48
2012-10-01,89,7,21
2012-07-01,129,28,53
2013-11-01,74,-15,22
2012-02-01,42,-5,46
2012-05-01,109,15,42
2012-07-01,58,5,46
2012-08-01,167,46,55
2012-03-01,111,10,34
2012-05-01,215,32,60
2012-01-01,129,38,44
2013-04-01,182,47,57
2012-04-01,173,40,49
2013-04-01,99,53,21
2013-02-01,100,19,25
2013-05-01,83,42,28
2012-01-01,83,52,42
2013-06-01,95,41,39
2012-03-01,108,33,17
2013-10-01,346,129,59
2012-02-01,132,43,25
2012-08-01,528,199,174
2012-02-01,316,64,107
2012-10-01,54,10,18
2012-10-01,88,37,35
2012-12-01,317,51,68
2012-12-01,550,155,119
2012-12-01,82,10,52
2012-04-01,71,-9,41
2012-08-01,506,148,93
2012-01-01,513,194,117
2012-10-01,272,84,59
2012-10-01,216,56,66
2012-03-01,171,88,46
2013-05-01,531,262,113
2012-12-01,133,31,43
2012-05-01,118,15,57
2012-08-01,66,4,16
2012-02-01,218,15,111
2012-05-01,98,21,19
2012-03-01,141,18,56
2013-11-01,194,69,35
2012-10-01,185,56,53
2012-02-01,186,-5,66
2013-02-01,141,48,24
2012-04-01,178,36,60
2012-03-01,112,34,34
2012-12-01,98,7,57
2012-12-01,95,-8,41
2013-02-01,153,71,32
2013-11-01,122,24,41
2012-02-01,282,123,110
2012-05-01,207,51,59
2013-01-01,240,9,68
2012-11-01,58,30,21
2013-12-01,297,152,60
2012-02-01,139,70,104
2012-02-01,226,36,36
2013-08-01,47,37,40
2013-10-01,127,-113,48
2012-03-01,110,17,27
2012-08-01,345,148,148
2013-01-01,242,66,73
2013-07-01,175,32,36
2012-11-01,266,90,107
2012-08-01,142,24,59
2012-07-01,134,30,26
2012-12-01,92,-9,61
2012-02-01,227,55,36
2013-02-01,195,57,59
2012-05-01,157,39,57
2012-08-01,305,84,63
2013-02-01,114,21,60
2012-03-01,123,26,42
2012-08-01,143,19,120
2013-03-01,615,301,107
2012-08-01,129,7,44
2012-07-01,108,-243,23
2012-08-01,354,102,66
2012-02-01,260,148,72
2012-08-01,125,3,46
2012-12-01,213,49,48
2012-02-01,167,30,54
2012-02-01,129,21,36
2013-03-01,526,344,113
2013-10-01,585,243,130
2013-01-01,155,56,43
2012-08-01,244,75,42
2012-05-01,175,97,45
2012-08-01,275,107,57
2013-05-01,166,50,51
2012-10-01,188,3,60
2012-02-01,131,0,54
2012-12-01,63,18,14
2012-05-01,195,39,58
2012-02-01,69,33,25
2013-09-01,316,186,34
2012-02-01,292,115,82
2012-10-01,276,84,45
2013-05-01,515,269,73
2012-12-01,115,-5,25
2013-05-01,467,225,110
2012-05-01,183,26,56
2012-10-01,138,19,39
2012-02-01,142,-11,79
2012-05-01,286,50,60
2012-02-01,47,10,21
2012-10-01,67,-5,23
2012-02-01,71,22,26
2013-08-01,87,20,41
2012-01-01,59,19,20
2012-02-01,119,18,24
2012-08-01,251,100,43
2013-01-01,254,61,66
2012-11-01,103,39,30
2012-05-01,119,44,40
2012-02-01,60,18,22
2012-04-01,141,1,38
2012-08-01,319,128,71
2013-01-01,213,17,91
2012-09-01,153,24,133
2013-02-01,82,12,25
2012-01-01,160,40,41
2012-07-01,318,133,50
2012-03-01,201,93,50
2012-02-01,52,25,25
2013-01-01,213,117,57
2012-01-01,133,11,44
2012-02-01,172,50,55
2012-11-01,120,8,44
2013-08-01,62,15,22
2012-01-01,203,53,54
2012-02-01,206,105,58
2012-10-01,47,9,22
2013-09-01,147,31,42
2013-10-01,344,192,81
2012-12-01,91,-4,45
2012-01-01,138,19,43
2013-01-01,220,118,56
2012-09-01,170,23,56
2013-05-01,102,45,27
2012-05-01,104,22,36
2012-05-01,174,-5,67
2013-10-01,58,35,18
2012-08-01,166,36,78
2012-04-01,72,-5,19
2013-02-01,223,124,54
2013-01-01,92,37,20
2013-05-01,80,44,38
2012-08-01,78,11,43
2012-12-01,117,25,51
2012-03-01,173,42,34
2013-02-01,132,36,40
2013-12-01,309,130,59
2012-08-01,93,10,44
2013-11-01,63,1,43
2013-08-01,92,28,35
2012-08-01,86,3,17
2012-05-01,109,14,41
2013-04-01,589,409,98
2012-10-01,297,98,57
2013-09-01,315,275,95
2012-04-01,119,26,37
2012-03-01,125,59,41
2013-09-01,97,21,38
2012-02-01,138,60,43
2012-02-01,172,72,33
2012-03-01,147,24,55
2013-09-01,150,57,38
2013-05-01,104,33,23
2012-04-01,103,3,60
2012-10-01,280,63,67
2013-07-01,111,28,32
2012-05-01,187,38,40
2012-09-01,147,-1,94
2013-05-01,71,35,26
2012-07-01,220,104,39
2012-05-01,132,32,47
2013-03-01,234,47,116
2012-02-01,135,46,50
2013-08-01,93,32,37
2012-03-01,131,54,60
2012-07-01,151,30,59
2013-08-01,166,32,47
2012-12-01,120,20,40
2012-02-01,237,81,35
2012-10-01,189,89,46
2012-05-01,104,32,20
2013-09-01,227,113,55
2012-08-01,240,66,77
2012-07-01,238,106,53
2012-02-01,143,15,45
2012-10-01,104,15,33
2013-06-01,548,348,120
2013-10-01,352,140,93
2013-11-01,81,12,25
2013-05-01,124,32,40
2012-08-01,291,235,68
2013-02-01,94,46,39
2012-02-01,176,119,89
2012-02-01,116,51,38
2012-09-01,164,12,83
2012-02-01,171,49,47
2012-05-01,136,22,49
2012-11-01,73,-3,25
2012-04-01,104,20,34
2012-04-01,138,15,38
2012-01-01,127,19,25
2012-10-01,51,17,23
2012-01-01,202,97,39
2012-01-01,535,187,114
2013-01-01,204,109,38
2012-02-01,110,44,24
2012-03-01,99,14,32
2013-09-01,226,83,54
2012-10-01,62,-6,17
2012-04-01,100,12,15
2013-02-01,94,56,39
2013-05-01,142,42,38
2013-03-01,225,74,110
2012-01-01,214,-6,117
2012-12-01,103,0,49
2012-12-01,119,25,47
2013-10-01,129,30,25
2013-05-01,477,360,116
2012-02-01,181,77,36
2012-01-01,142,33,44
2012-02-01,99,24,44
2012-12-01,100,-8,40
2012-12-01,205,92,54
2013-01-01,135,100,47
2013-10-01,328,121,122
2012-10-01,504,143,44
2012-09-01,144,14,58
2013-08-01,350,139,127
2013-03-01,238,96,53
2012-08-01,323,127,74
2012-11-01,55,-7,19
2013-06-01,445,185,81
2013-08-01,578,255,107
2013-09-01,161,93,45
2012-05-01,183,92,58
2012-02-01,115,39,24
2012-10-01,258,150,89
2012-02-01,197,58,40
2013-08-01,72,38,20
2012-11-01,56,9,18
2012-07-01,184,4,70
2013-12-01,218,62,51
2012-01-01,186,77,55
2012-04-01,89,3,39
2012-08-01,95,1,51
2012-08-01,331,145,127
2012-09-01,95,-1,51
2013-05-01,574,182,117
2013-07-01,112,57,34
2012-04-01,192,48,60
2012-01-01,72,33,22
2012-01-01,116,50,39
2012-01-01,222,98,49
2012-01-01,290,138,92
2013-08-01,74,37,24
2012-06-01,107,-4,43
2012-05-01,195,46,55
2012-10-01,101,-8,39
2012-10-01,207,35,52
2012-12-01,63,17,34
2013-01-01,322,102,91
2013-08-01,90,33,13
2012-08-01,253,152,51
2013-01-01,147,68,47
2013-09-01,105,39,42
2013-04-01,150,63,22
2013-05-01,93,31,42
2013-07-01,146,52,39
2012-07-01,75,20,20
2012-02-01,226,79,41
2012-04-01,127,-4,46
2013-11-01,590,176,91
2013-08-01,76,37,22
2012-01-01,154,61,58
2012-01-01,208,93,87
2012-10-01,50,9,20
2013-08-01,59,23,34
2012-05-01,179,30,62
2012-07-01,59,1,19
2012-02-01,111,33,30
2012-10-01,202,41,66
2013-09-01,82,32,33
2012-07-01,187,74,44
2012-12-01,71,-3,26
2012-02-01,108,25,25
2012-08-01,173,29,67
2012-05-01,124,19,38
2012-07-01,148,19,53
2012-12-01,130,18,40
2012-08-01,295,103,70
2013-05-01,105,22,43
2012-05-01,102,31,24
2012-05-01,85,10,34
2013-06-01,222,150,43
2012-05-01,136,15,76
2013-01-01,134,42,43
2012-10-01,294,100,64
2013-08-01,84,25,42
2012-01-01,188,64,39
2012-02-01,117,41,51
2012-04-01,131,36,45
2012-01-01,69,56,24
2013-04-01,28,58,20
2012-02-01,178,50,37
2012-02-01,268,103,111
2012-01-01,138,40,24
2013-03-01,292,119,93
2013-01-01,310,215,117
2012-05-01,45,10,17
2012-05-01,120,9,49
2013-06-01,160,37,42
2012-12-01,107,19,42
2012-10-01,189,83,56
2012-03-01,173,45,35
2013-08-01,82,10,30
2012-07-01,60,-6,45
2013-08-01,67,33,21
2013-02-01,111,-16,50
2012-05-01,535,166,93
2013-04-01,103,41,16
2012-11-01,83,16,22
2013-08-01,72,10,24
2013-10-01,332,145,115
2013-01-01,265,62,65
2013-09-01,215,54,34
2012-02-01,297,61,37
2012-06-01,170,51,47
2013-05-01,490,174,100
2012-11-01,90,24,23
2012-02-01,274,131,98
2013-01-01,299,140,44
2013-08-01,692,217,93
2013-02-01,141,25,45
2012-01-01,163,67,36
2013-05-01,63,27,18
2012-02-01,133,52,37
2013-02-01,234,136,53
2013-09-01,320,138,36
2013-01-01,338,84,47
2012-11-01,77,21,19
2012-08-01,331,91,69
2013-03-01,224,75,113
2013-09-01,138,40,44
2012-10-01,217,76,62
2012-01-01,72,13,22
2012-08-01,193,60,64
2012-02-01,184,61,44
2012-05-01,83,31,36
2012-10-01,100,14,42
2013-01-01,171,45,46
2012-11-01,85,19,39
2012-05-01,117,30,22
2013-05-01,515,133,62
2012-02-01,130,47,28
2013-05-01,168,66,43
2012-07-01,517,168,103
2012-12-01,178,57,41
2012-10-01,115,11,35
2012-08-01,73,26,37
2013-11-01,84,-21,25
2012-05-01,113,32,47
2013-08-01,203,60,49
2013-08-01,84,44,21
2012-02-01,44,36,18
2012-08-01,368,179,64
2012-11-01,43,4,24
2012-01-01,141,89,46
2012-09-01,95,19,47
2013-01-01,419,145,37
2012-04-01,129,35,48
2012-04-01,111,37,35
2013-08-01,89,36,24
2013-05-01,119,38,42
2013-11-01,124,-1,53
2012-04-01,78,15,34
2012-08-01,157,41,66
2013-05-01,130,55,39
2012-08-01,181,37,66
2013-02-01,111,1,48
2013-02-01,91,4,47
2012-10-01,323,174,143
2013-09-01,142,55,36
2013-05-01,264,104,32
2012-08-01,52,16,16
2012-02-01,45,-18,42
2012-01-01,82,6,42
2012-05-01,124,37,25
2012-02-01,295,121,41
2013-01-01,289,110,45
2013-06-01,483,190,93
2012-10-01,218,45,47
2012-03-01,126,30,38
2012-09-01,160,5,51
2012-10-01,290,100,50
2013-08-01,76,9,17
2012-05-01,120,22,34
2012-08-01,397,167,146
2013-08-01,680,597,137
2013-10-01,709,189,97
2012-02-01,174,5,115
2013-01-01,239,129,48
2012-02-01,54,-4,42
2012-12-01,111,18,42
2012-08-01,87,10,42
2012-12-01,127,34,41
2012-10-01,255,124,45
2012-12-01,126,64,38
2013-05-01,85,46,37
2012-10-01,92,-1,40
2013-04-01,146,64,25
2013-05-01,569,281,98
2012-01-01,130,38,37
2013-05-01,125,41,37
2012-07-01,81,25,45
2012-07-01,265,8,69
2013-10-01,348,182,106
2013-05-01,120,35,39
2012-03-01,128,68,30
2012-08-01,98,20,39
2013-08-01,85,29,33
2012-02-01,193,55,31
2013-10-01,69,28,21
2012-08-01,225,125,41
2013-01-01,398,118,51
2013-05-01,161,29,41
2012-04-01,170,101,38
2013-07-01,41,15,15
2012-06-01,71,-4,44
2012-10-01,84,17,25
2013-08-01,589,181,71
2012-03-01,164,48,45
2013-08-01,80,14,16
2012-12-01,105,9,22
2012-07-01,304,96,66
2012-07-01,212,63,48
2013-02-01,88,8,39
2013-08-01,85,25,20
2012-08-01,364,31,77
2012-08-01,279,121,43
2013-02-01,234,146,54
2013-04-01,616,688,106
2012-08-01,521,114,100
2013-09-01,258,110,48
2012-02-01,188,60,30
2012-02-01,46,29,25
2013-01-01,257,53,47
2012-08-01,284,121,69
2012-08-01,53,17,20
2012-07-01,127,36,54
2013-12-01,62,31,25
2013-12-01,319,153,64
2012-02-01,192,112,38
2013-02-01,208,54,46
2012-04-01,105,22,33
2012-10-01,120,-1,24
2013-10-01,346,150,111
2012-02-01,204,80,45
2012-10-01,68,41,23
2012-12-01,103,-9,52
2013-09-01,78,37,38
2012-10-01,116,22,24
2013-08-01,78,26,22
2012-08-01,74,5,36
2012-08-01,67,1,16
2012-11-01,82,23,23
2012-01-01,182,47,78
2013-10-01,325,152,41
2012-07-01,120,45,32
2012-09-01,286,27,148
2012-08-01,87,25,37
2012-03-01,97,9,53
2013-05-01,164,73,35
2013-11-01,70,15,19
2012-05-01,127,34,38
2013-08-01,56,30,14
2013-10-01,352,181,124
2012-04-01,94,24,30
2013-05-01,507,194,125
2012-10-01,209,109,57
2012-04-01,135,11,50
2013-05-01,94,24,42
2012-08-01,71,4,18
2013-04-01,155,59,42
2012-08-01,281,29,138
2012-08-01,312,300,156
2012-08-01,124,12,47
2012-04-01,120,18,42
2013-03-01,124,44,40
2013-08-01,377,572,130
2012-11-01,91,27,44
2012-10-01,72,24,24
2013-11-01,315,161,108
2013-01-01,146,45,46
2012-01-01,118,49,22
2012-12-01,50,18,18
2012-06-01,201,61,53
2012-08-01,144,24,63
2013-03-01,285,137,81
2013-05-01,88,35,37
2012-04-01,118,7,73
2013-02-01,146,63,41
2013-10-01,685,226,118
2012-02-01,324,141,114
2012-01-01,189,68,54
2013-05-01,479,43,145
2013-01-01,246,112,56
2013-08-01,102,45,17
2013-08-01,264,137,44
2013-08-01,609,778,135
2013-08-01,101,20,36
2013-11-01,59,32,22
2013-06-01,484,184,122
2013-08-01,50,28,17
2013-10-01,225,135,63
2013-08-01,93,-13,64
2012-02-01,110,33,25
2012-02-01,106,18,43
2013-02-01,94,2,27
2012-02-01,264,104,36
2012-10-01,177,29,43
2012-01-01,263,80,53
2013-06-01,536,189,87
2012-01-01,126,55,25
2013-05-01,120,34,36
2012-09-01,108,22,42
2012-08-01,295,136,140
2012-04-01,69,2,45
2012-03-01,121,28,42
2013-05-01,111,41,26
2012-04-01,123,-7,48
2013-04-01,138,-5,68
2013-05-01,170,48,43
2012-07-01,292,87,46
2012-04-01,107,20,36
2013-09-01,232,110,28
2012-05-01,50,15,17
2013-02-01,140,45,41
2012-03-01,60,12,31
2013-05-01,528,243,106
2012-05-01,116,26,36
2012-08-01,203,-35,144
2013-12-01,211,-8,78
2012-10-01,73,10,45
2012-10-01,93,9,33
2013-02-01,226,60,63
2012-03-01,140,2,51
2013-08-01,65,24,20
2012-11-01,517,181,91
2012-03-01,184,50,54
2013-03-01,230,93,51
2012-08-01,224,100,62
2012-12-01,304,113,60
2012-01-01,82,-10,48
2012-01-01,127,70,27
2013-01-01,142,25,39
2012-08-01,329,103,66
2012-02-01,110,22,40
2012-12-01,225,45,47
2012-05-01,481,127,130
2013-05-01,139,42,25
2012-02-01,249,155,36
2012-02-01,122,27,40
2012-05-01,111,29,35
2013-08-01,91,34,22
2012-08-01,60,-2,16
2013-10-01,339,175,102
2012-08-01,372,118,83
2012-11-01,77,12,38
2012-01-01,77,14,36
2012-02-01,207,6,104
2012-08-01,73,12,22
2012-07-01,142,18,58
2013-02-01,92,55,27
2013-01-01,462,143,124
2012-02-01,243,97,33
2012-02-01,126,3,42
2012-04-01,164,43,52
2012-10-01,189,72,47
2012-05-01,117,-1,42
2012-02-01,117,-17,29
2012-04-01,95,-17,82
2013-08-01,103,21,42
2012-09-01,83,-6,39
2012-12-01,87,0,32
2013-05-01,140,41,41
2012-04-01,163,35,50
2012-02-01,236,36,87
2012-01-01,136,35,24
2013-04-01,108,50,35
2013-09-01,138,81,43
2013-11-01,85,-14,44
2013-05-01,76,29,18
2012-10-01,212,115,43
2012-12-01,74,-4,17
2013-05-01,168,45,49
2012-10-01,182,42,65
2012-08-01,322,162,66
2012-10-01,205,58,61
2012-11-01,85,19,20
2012-01-01,177,108,37
2012-08-01,505,146,60
2012-11-01,81,16,20
2012-12-01,90,-6,43
2012-02-01,60,11,19
2013-08-01,65,3,19
2012-01-01,115,-4,24
2012-03-01,216,19,53
2013-05-01,629,184,118
2012-02-01,290,183,105
2012-02-01,58,19,20
2013-06-01,89,32,20
2013-10-01,251,107,39
2012-01-01,134,37,45
2012-05-01,203,126,37
2013-07-01,63,38,35
2012-01-01,155,79,38
2013-06-01,487,142,89
2013-09-01,130,45,29
2012-05-01,100,34,36
2013-02-01,234,92,38
